StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,"Consent ","Age ","Gender ","OMSI ","Prolific_ID ",M _1,M _2,M _3,M _4,M _5,M _6,M _7,M _8,M _9,M _10,M _11,M _12,M _13,M _14,M _15,"M_Rel ",F _1,F _2,F _3,F _4,F _5,F _6,F _7,F _8,F _9,F _10,F _11,F _12,F _13,F _14,"F_Rel ","Music check ",PROLIFIC_PID
2025-08-27 02:39:02,2025-08-27 02:42:02,0,86.133.22.216,100,180,1,2025-08-27 02:42:02,R_20qPMhaqtRn31Zv,,,,,52.5357,-1.3662,anonymous,EN,2,49,2,2,666ee3edd64e15b3f825e899,5,5,5,5,5,5,5,5,5,5,1,5,5,5,1,4,5,5,5,5,5,5,5,5,5,5,1,5,5,5,4,1,666ee3edd64e15b3f825e899
2025-08-27 02:39:03,2025-08-27 02:42:11,0,81.108.25.15,100,188,1,2025-08-27 02:42:11,R_2LipMkctcS24ukY,,,,,50.8539,-0.984,anonymous,EN,2,50,2,1,676ffcf3577afd6c2e789d3e,3,4,4,4,2,2,3,3,3,4,1,1,3,4,1,3,2,2,2,3,2,1,3,2,1,2,2,3,2,1,1,2,676ffcf3577afd6c2e789d3e
2025-08-27 02:38:51,2025-08-27 02:42:17,0,45.150.144.132,100,206,1,2025-08-27 02:42:18,R_2FkXKuy2mqyvWMP,,,,,51.477,-0.1959,anonymous,EN,2,40,1,2,659ea43fea7c0cc45bbe771f,4,3,5,4,4,4,4,4,4,4,2,4,4,4,1,4,3,3,3,3,4,4,4,4,4,4,2,4,4,4,3,1,659ea43fea7c0cc45bbe771f
2025-08-27 02:39:13,2025-08-27 02:42:34,0,90.241.33.123,100,200,1,2025-08-27 02:42:34,R_2IzaHAp0EjGEaaA,,,,,53.9882,-1.5322,anonymous,EN,2,42,2,2,6458fe267afe71c7aa4de260,5,5,5,5,4,3,3,5,5,5,1,4,5,4,1,4,3,2,2,2,3,3,3,3,3,3,3,2,2,2,2,2,6458fe267afe71c7aa4de260
2025-08-27 02:41:03,2025-08-27 02:42:39,0,86.24.5.23,100,95,1,2025-08-27 02:42:39,R_8czVjVw713Yrah3,,,,,52.1073,-0.4649,anonymous,EN,2,52,1,1,563f734bcbd4c60005dc9442,2,3,4,2,3,3,3,3,3,2,3,3,3,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,563f734bcbd4c60005dc9442
2025-08-27 02:40:35,2025-08-27 02:42:47,0,82.69.117.230,100,131,1,2025-08-27 02:42:47,R_8wjJ7VcuXJtcOL6,,,,,51.7197,-0.2077,anonymous,EN,2,49,2,2,5788c16f275be600013590a8,5,3,5,5,5,3,5,4,5,4,1,3,4,5,1,4,2,3,3,2,5,5,5,4,5,3,1,2,4,4,4,2,5788c16f275be600013590a8
2025-08-27 02:40:37,2025-08-27 02:42:58,0,90.220.253.149,100,141,1,2025-08-27 02:42:58,R_84TprY9hb5LzSy5,,,,,54.5554,-1.5151,anonymous,EN,2,62,1,2,5e766b0ba02ca51dfa1de797,5,5,5,5,5,4,5,5,5,5,1,4,5,4,1,4,5,5,4,4,4,5,5,5,5,5,1,5,4,5,4,2,5e766b0ba02ca51dfa1de797
2025-08-27 02:40:42,2025-08-27 02:43:10,0,81.154.5.83,100,148,1,2025-08-27 02:43:10,R_25FKh7Kva1c0Sa5,,,,,53.2588,-2.5202,anonymous,EN,2,42,1,3,5d4838b1334cb0001af8273d,3,2,2,4,3,3,3,2,3,3,2,4,3,2,1,2,3,2,2,3,4,4,4,4,4,3,1,3,4,4,3,2,5d4838b1334cb0001af8273d
2025-08-27 02:38:46,2025-08-27 02:43:15,0,78.146.16.65,100,269,1,2025-08-27 02:43:15,R_8KgaSDFA3BP3PhX,,,,,53.1963,-3.0553,anonymous,EN,2,34,2,2,5f84e472052cf81ae5752252,5,4,5,5,5,4,5,5,4,5,1,5,5,3,1,4,5,4,5,5,4,5,4,5,4,5,1,5,5,5,4,1,5f84e472052cf81ae5752252
2025-08-27 02:40:49,2025-08-27 02:43:27,0,86.176.178.60,100,157,1,2025-08-27 02:43:27,R_2T1Zt70ABHRQfnP,,,,,53.4146,-2.2274,anonymous,EN,2,54,1,2,54dfac92fdf99b4b6b6595d9,4,4,5,4,4,3,4,4,4,4,1,2,4,3,1,3,3,3,1,2,3,3,3,3,3,3,2,5,3,2,4,2,54dfac92fdf99b4b6b6595d9
2025-08-27 02:41:02,2025-08-27 02:43:33,0,92.31.61.146,100,150,1,2025-08-27 02:43:33,R_2gU7THKT4rhagu1,,,,,50.7626,-1.8142,anonymous,EN,2,52,2,1,5b96b497169b86000125198e,4,4,5,4,3,4,4,4,4,4,2,3,5,5,1,3,4,3,4,3,3,3,4,4,3,4,3,3,3,3,2,2,5b96b497169b86000125198e
2025-08-27 02:41:00,2025-08-27 02:43:40,0,109.224.236.41,100,159,1,2025-08-27 02:43:40,R_8luhU7qBCQ1aqvX,,,,,51.1385,-2.7168,anonymous,EN,2,49,2,2,5b2a2d855b5c0900018b0bf5,5,5,5,5,5,5,5,5,5,5,1,1,5,5,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,5b2a2d855b5c0900018b0bf5
2025-08-27 02:40:34,2025-08-27 02:43:43,0,90.207.100.175,100,189,1,2025-08-27 02:43:43,R_8kOebCo5cPViASB,,,,,52.6049,-1.1488,anonymous,EN,2,23,1,2,5e8efa2ce7ea51000c5ee81c,4,4,4,4,5,4,4,5,5,4,2,4,5,4,1,4,4,4,2,3,4,5,4,5,4,4,1,5,4,5,3,2,5e8efa2ce7ea51000c5ee81c
2025-08-27 02:41:22,2025-08-27 02:43:49,0,185.74.52.32,100,146,1,2025-08-27 02:43:49,R_8ewu6GbbYrbJUAH,,,,,53.4472,-1.9419,anonymous,EN,2,29,1,5,6699392f3b5d44ffc688ea2e,4,4,5,4,4,4,4,4,4,4,1,4,4,4,1,4,5,5,4,5,5,4,5,5,4,4,1,4,5,4,4,2,6699392f3b5d44ffc688ea2e
2025-08-27 02:41:14,2025-08-27 02:44:17,0,78.146.176.23,100,183,1,2025-08-27 02:44:17,R_2pQdkuVdNVlnb0h,,,,,52.6513,-1.0876,anonymous,EN,2,49,1,2,5b1477d030d562000155f0b0,5,4,4,5,5,5,5,4,5,4,1,5,5,5,1,4,2,4,1,2,5,5,5,4,5,2,1,5,5,5,4,2,5b1477d030d562000155f0b0
2025-08-27 02:40:55,2025-08-27 02:45:06,0,90.249.44.137,100,250,1,2025-08-27 02:45:06,R_8knd5mRxtThPjar,,,,,51.5485,-0.2501,anonymous,EN,2,51,2,1,5d4551340196ac0001b914a5,4,4,4,4,2,2,2,3,4,3,2,3,2,4,1,1,4,4,4,4,2,2,2,2,2,3,3,3,2,3,1,2,5d4551340196ac0001b914a5
2025-08-27 02:40:59,2025-08-27 02:45:08,0,31.48.158.144,100,249,1,2025-08-27 02:45:09,R_2mmiDJJbcR3hqPj,,,,,51.3193,-2.2043,anonymous,EN,2,38,2,2,5d8cef3c28e183001a335ab0,5,4,5,4,3,3,3,4,4,4,1,2,3,4,1,4,2,2,3,1,2,2,2,2,2,2,2,1,2,2,4,2,5d8cef3c28e183001a335ab0
2025-08-27 02:42:15,2025-08-27 02:45:31,0,90.241.61.98,100,196,1,2025-08-27 02:45:32,R_8G2N05YlglBXo93,,,,,52.7719,-1.5463,anonymous,EN,2,37,2,2,6777cd52fe65fb187a8e4558,4,3,4,4,3,3,3,4,3,4,2,4,3,3,1,3,4,3,4,4,3,3,3,3,3,4,2,4,3,3,3,2,6777cd52fe65fb187a8e4558
2025-08-27 02:40:57,2025-08-27 02:45:43,0,109.147.134.76,100,286,1,2025-08-27 02:45:44,R_2Ed9KJnDckCX92k,,,,,53.7967,-2.2353,anonymous,EN,2,58,1,2,6053e01a6a8e8516ba7d47a7,5,3,5,5,4,4,5,4,4,4,1,3,4,4,1,2,4,3,3,4,3,3,3,4,3,3,1,4,3,3,3,2,6053e01a6a8e8516ba7d47a7
2025-08-27 02:39:37,2025-08-27 02:45:46,0,147.147.53.196,100,369,1,2025-08-27 02:45:47,R_29mQxxW6Rcc2Cat,,,,,51.5758,-0.4248,anonymous,EN,2,55,1,2,631623dc8a64a7f2d743deac,5,5,5,4,5,5,5,5,5,5,1,5,5,5,1,4,5,5,5,5,5,5,5,5,5,5,1,5,5,5,4,2,631623dc8a64a7f2d743deac
2025-08-27 02:46:00,2025-08-27 02:47:26,0,92.239.128.248,100,86,1,2025-08-27 02:47:27,R_8QtuwZM9GcTB5bF,,,,,52.455,-1.8641,anonymous,EN,2,27,2,2,5ef36a78ee14310baa87bcc0,4,5,5,5,2,2,2,2,2,2,1,2,2,5,1,3,4,4,4,4,4,4,5,4,4,4,4,4,4,4,3,2,5ef36a78ee14310baa87bcc0
2025-08-27 02:45:03,2025-08-27 02:47:38,0,51.6.17.92,100,154,1,2025-08-27 02:47:38,R_8yLVkzeBHjGzVhD,,,,,52.2242,0.1315,anonymous,EN,2,70,2,1,5c49b156f5e26d0001479b44,5,4,4,4,4,4,4,3,3,4,1,2,4,4,1,2,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,2,5c49b156f5e26d0001479b44
2025-08-27 03:17:16,2025-08-27 03:19:48,0,86.146.89.8,100,151,1,2025-08-27 03:19:48,R_8boRR8YHwl6JmP7,,,,,51.5885,-1.7204,anonymous,EN,2,33,1,1,671d3690dc5df6d004cfb65e,4,3,3,4,4,3,4,3,3,3,2,3,3,4,1,2,2,3,2,2,2,3,2,3,2,3,3,3,2,2,2,2,671d3690dc5df6d004cfb65e
2025-08-27 03:41:59,2025-08-27 03:43:15,0,176.251.211.12,100,76,1,2025-08-27 03:43:15,R_8P6JJO1qbVDaLQv,,,,,55.8486,-4.2216,anonymous,EN,2,28,2,2,66095082185479f7db42d782,4,4,5,5,4,4,4,4,4,4,1,4,4,4,1,3,4,3,4,4,4,4,4,4,4,4,2,4,3,3,3,2,66095082185479f7db42d782
2025-08-27 03:41:35,2025-08-27 03:43:22,0,82.5.137.186,100,106,1,2025-08-27 03:43:22,R_2nT74gDUS7mcrqK,,,,,52.1633,-0.4087,anonymous,EN,2,29,1,2,5e7b804f9379140478c688da,5,5,5,5,5,5,5,5,5,5,1,4,5,5,1,4,5,5,4,5,5,5,5,5,5,5,1,5,5,5,4,2,5e7b804f9379140478c688da
2025-08-27 03:41:43,2025-08-27 03:43:26,0,92.40.63.68,100,102,1,2025-08-27 03:43:26,R_2YDMsZMD4B3vlxb,,,,,52.6494,-1.1203,anonymous,EN,2,33,1,2,599da21f872eec00019569ff,5,4,5,5,4,4,5,4,4,5,1,3,4,4,1,3,4,3,4,4,4,3,3,4,3,4,2,4,4,4,3,2,599da21f872eec00019569ff
2025-08-27 03:41:48,2025-08-27 03:43:26,0,86.25.99.48,100,97,1,2025-08-27 03:43:27,R_862orDuWr4DyOit,,,,,52.6726,-2.4488,anonymous,EN,2,27,2,2,573c6b96b3a71f00146df8c4,5,4,5,5,3,3,4,3,3,4,1,4,3,4,1,1,4,4,5,5,3,4,3,4,3,4,3,3,3,3,1,2,573c6b96b3a71f00146df8c4
2025-08-27 03:41:31,2025-08-27 03:43:36,0,31.126.200.11,100,125,1,2025-08-27 03:43:36,R_20DzLrlHnZRhOUN,,,,,50.368,-4.1329,anonymous,EN,2,42,2,1,5b4a3ab1bc06c90001f902f4,5,4,4,4,4,4,3,4,4,4,2,4,4,4,1,2,4,4,2,4,4,4,3,4,4,4,2,4,4,4,3,2,5b4a3ab1bc06c90001f902f4
2025-08-27 03:42:39,2025-08-27 03:43:49,0,165.120.74.11,100,69,1,2025-08-27 03:43:49,R_27DRoGEvxfN05WI,,,,,54.9001,-1.4211,anonymous,EN,2,41,1,4,6120e3a34f6ad742437d6c95,5,5,5,5,5,5,5,5,5,5,1,5,5,5,1,4,5,5,5,5,5,5,5,5,5,5,1,5,4,5,4,1,6120e3a34f6ad742437d6c95
2025-08-27 03:41:52,2025-08-27 03:43:56,0,212.221.226.103,100,124,1,2025-08-27 03:43:56,R_831MXcEMrgpg6H2,,,,,50.7748,0.2462,anonymous,EN,2,38,1,2,67337223cee240716058c4e4,4,3,4,3,3,4,3,4,4,3,3,4,3,3,1,2,3,3,4,3,4,4,3,4,3,4,2,4,4,3,3,2,67337223cee240716058c4e4
2025-08-27 03:41:52,2025-08-27 03:43:57,0,185.182.52.1,100,124,1,2025-08-27 03:43:57,R_2pX17Yfz3h7Y0RW,,,,,51.5507,-0.0537,anonymous,EN,2,37,1,1,6023f94d1951e70ae21770ec,2,2,1,2,2,2,2,2,2,3,1,1,2,2,1,2,3,2,3,3,3,3,3,2,2,2,2,2,3,2,2,2,6023f94d1951e70ae21770ec
2025-08-27 03:41:27,2025-08-27 03:44:09,0,51.14.238.101,100,161,1,2025-08-27 03:44:09,R_8ccQSiJHU1RGsbc,,,,,50.1544,-5.0711,anonymous,EN,2,58,2,1,5f1833a16e55c522eeaf4dbe,5,5,5,5,4,4,5,4,5,4,2,4,4,4,1,3,3,4,3,3,4,4,5,4,5,4,2,5,5,4,3,2,5f1833a16e55c522eeaf4dbe
2025-08-27 03:41:56,2025-08-27 03:44:10,0,90.197.238.154,100,133,1,2025-08-27 03:44:11,R_8u7KWdCkB7Vor85,,,,,51.5803,0.7193,anonymous,EN,2,57,2,2,5cc052c9a1e263001715594d,5,4,5,5,4,5,5,5,5,5,1,2,5,5,1,3,5,4,5,5,5,5,5,4,5,5,1,4,5,5,4,2,5cc052c9a1e263001715594d
2025-08-27 03:42:03,2025-08-27 03:44:18,0,81.141.9.178,100,134,1,2025-08-27 03:44:18,R_2r33vvAUYbhWjJW,,,,,51.8167,-0.8055,anonymous,EN,2,59,2,2,6730f2e20f5915ff4ad2c07d,4,5,4,4,4,4,5,4,4,4,1,4,5,5,1,3,3,3,2,3,3,3,4,3,3,3,1,3,3,3,2,2,6730f2e20f5915ff4ad2c07d
2025-08-27 03:41:43,2025-08-27 03:44:18,0,94.15.213.44,100,155,1,2025-08-27 03:44:19,R_83DLTp2pRsWKnu2,,,,,51.0712,1.1457,anonymous,EN,2,61,1,1,58cd0bc2a47dbb000171dc8b,3,3,3,3,3,4,3,4,4,3,1,3,3,3,1,1,4,3,3,3,2,2,4,3,3,3,2,4,2,3,1,2,58cd0bc2a47dbb000171dc8b
2025-08-27 03:41:54,2025-08-27 03:44:21,0,83.104.156.69,100,146,1,2025-08-27 03:44:21,R_2IPRsOZ0HDHakYY,,,,,52.3236,-2.0525,anonymous,EN,2,52,1,2,66c20b634a3b292d25596fbc,5,4,4,4,4,4,5,4,4,3,1,3,4,3,1,4,3,2,2,3,2,2,2,2,2,2,3,3,2,2,1,2,66c20b634a3b292d25596fbc
2025-08-27 03:41:34,2025-08-27 03:44:23,0,82.14.4.186,100,168,1,2025-08-27 03:44:23,R_2YS8i4arrIHRbEA,,,,,52.506,-1.8846,anonymous,EN,2,32,1,1,66c605bf16b21d64057a018b,3,5,4,4,4,4,4,5,4,4,5,5,4,4,4,3,5,5,4,4,4,5,4,4,4,4,1,2,5,4,3,2,66c605bf16b21d64057a018b
2025-08-27 03:42:11,2025-08-27 03:44:28,0,86.135.151.129,100,137,1,2025-08-27 03:44:29,R_2sz8mCvvZsTGCCg,,,,,52.808,-2.1118,anonymous,EN,2,62,2,1,5a5a4bc8e0cf3d0001267426,4,4,4,4,3,2,4,4,3,4,2,3,4,4,1,2,2,2,1,2,2,2,2,2,2,2,2,3,2,2,1,2,5a5a4bc8e0cf3d0001267426
2025-08-27 03:41:36,2025-08-27 03:44:39,0,46.208.173.2,100,183,1,2025-08-27 03:44:40,R_8dadSB9MfbjChcz,,,,,53.6418,-2.8064,anonymous,EN,2,28,2,3,6778600892389a6812313be6,5,5,5,5,5,4,3,5,3,5,1,2,3,5,1,4,4,4,4,4,3,3,4,4,3,4,2,5,3,3,4,2,6778600892389a6812313be6
2025-08-27 03:41:44,2025-08-27 03:44:42,0,2.221.155.79,100,177,1,2025-08-27 03:44:42,R_2kbxEdsv4q4VzJ9,,,,,50.5794,-3.4615,anonymous,EN,2,60,1,2,60f5df9db9380d875c320307,5,4,5,5,4,3,4,5,4,5,1,2,4,4,1,3,5,4,5,5,4,4,4,5,4,5,1,3,4,4,4,1,60f5df9db9380d875c320307
2025-08-27 03:41:40,2025-08-27 03:44:43,0,86.182.30.85,100,183,1,2025-08-27 03:44:44,R_28pphb0XDiEgbCN,,,,,55.9947,-3.7758,anonymous,EN,2,72,2,2,5e0d0d47d62abe49fe4748df,5,5,4,5,4,4,4,4,4,4,2,3,4,4,1,3,5,4,3,4,4,4,4,4,4,4,1,3,4,4,2,2,5e0d0d47d62abe49fe4748df
2025-08-27 03:41:58,2025-08-27 03:44:45,0,80.192.15.100,100,167,1,2025-08-27 03:44:46,R_22kUAkeBcuYnn7Y,,,,,51.5826,-0.1154,anonymous,EN,2,27,2,2,67605b46477e62eda732c8a3,5,4,5,5,4,3,3,5,3,5,1,3,3,3,1,4,2,2,3,2,2,2,2,2,2,2,1,2,2,2,1,2,67605b46477e62eda732c8a3
2025-08-27 03:41:46,2025-08-27 03:44:47,0,86.158.178.147,100,181,1,2025-08-27 03:44:48,R_8EiGqGIR0qipRmp,,,,,51.5352,-2.4222,anonymous,EN,2,42,1,2,6761658b4037ac25f8afbd22,5,4,5,4,4,5,4,4,5,5,2,4,4,4,1,4,5,4,4,5,4,5,4,4,4,4,4,4,5,4,4,2,6761658b4037ac25f8afbd22
2025-08-27 03:42:56,2025-08-27 03:45:06,0,90.247.216.220,100,130,1,2025-08-27 03:45:07,R_2SLIAcSXyHORPI5,,,,,52.0277,-0.8031,anonymous,EN,2,58,1,2,59dccd61e75b450001a689b7,3,5,5,5,5,5,5,5,5,5,1,5,5,5,1,3,5,5,5,5,5,5,5,5,5,5,1,5,5,5,3,2,59dccd61e75b450001a689b7
2025-08-27 03:43:43,2025-08-27 03:45:20,0,81.102.0.166,100,97,1,2025-08-27 03:45:21,R_8FpYSxNv8JZWdmF,,,,,51.4717,-0.1161,anonymous,EN,2,42,1,1,5de3c83c2033793be6591e53,4,3,2,3,3,2,4,3,2,3,3,4,4,4,4,2,4,4,3,2,3,4,4,3,3,4,2,4,2,2,3,2,5de3c83c2033793be6591e53
2025-08-27 03:42:32,2025-08-27 03:45:20,0,94.174.77.17,100,168,1,2025-08-27 03:45:21,R_2mfEOYScqeoWdJ7,,,,,51.7694,-2.3329,anonymous,EN,2,30,2,2,5ccd9718b6494d0001dee261,5,4,5,5,4,4,5,4,4,4,2,4,4,4,1,3,5,4,5,5,4,4,5,4,4,4,2,4,4,4,3,2,5ccd9718b6494d0001dee261
2025-08-27 03:43:24,2025-08-27 03:45:44,0,176.27.207.11,100,139,1,2025-08-27 03:45:44,R_2CCNXtMRRXBTPO9,,,,,53.484,-2.0892,anonymous,EN,2,35,1,2,5cafc17ace1fa80017a20d6b,5,4,5,5,4,4,4,4,4,4,1,4,4,3,1,4,4,4,4,4,3,3,3,3,3,3,1,2,3,3,3,2,5cafc17ace1fa80017a20d6b
2025-08-27 03:43:03,2025-08-27 03:45:47,0,176.249.59.86,100,164,1,2025-08-27 03:45:47,R_2ixK7gpS7Xbu6Qp,,,,,53.7042,-1.6784,anonymous,EN,2,50,2,2,678e978dfeca0ba2fca8109f,5,4,5,4,4,4,4,4,4,4,1,4,4,4,1,3,2,1,2,2,2,1,2,2,1,2,2,2,2,1,4,2,678e978dfeca0ba2fca8109f
2025-08-27 03:43:13,2025-08-27 03:45:49,0,109.148.94.166,100,155,1,2025-08-27 03:45:49,R_8JyIdn6Yt6I2uz1,,,,,53.1187,-1.2649,anonymous,EN,2,59,2,2,5aafd9eff69e940001d88bf4,5,5,5,4,3,4,4,4,4,3,1,4,4,3,1,1,2,3,1,2,4,4,3,4,3,2,1,5,3,5,3,2,5aafd9eff69e940001d88bf4
2025-08-27 03:43:57,2025-08-27 03:45:58,0,2.125.115.110,100,120,1,2025-08-27 03:45:58,R_8rGMAT8SpfVVK6Z,,,,,51.2221,-0.5755,anonymous,EN,2,51,1,2,68109d22b0ba84c17333ecab,5,5,5,5,5,5,5,5,5,5,1,5,5,5,1,4,5,5,5,5,5,5,5,5,5,5,1,5,5,5,3,2,68109d22b0ba84c17333ecab
2025-08-27 03:43:56,2025-08-27 03:46:06,0,86.165.236.214,100,129,1,2025-08-27 03:46:06,R_8Xbg31Cz2oZgaJP,,,,,51.3951,0.1724,anonymous,EN,2,28,1,2,65107641138d7e50e2a290d0,5,1,5,5,2,2,4,2,2,4,1,1,4,4,1,4,3,3,4,5,4,4,3,3,3,2,2,4,2,2,3,2,65107641138d7e50e2a290d0
2025-08-27 03:42:46,2025-08-27 03:47:02,0,216.120.189.145,100,256,1,2025-08-27 03:47:03,R_2j2n9h5RWn9BlId,,,,,51.5081,-0.1278,anonymous,EN,2,30,1,2,67529d0aecb73bfe140d521f,4,3,4,4,4,2,3,3,4,3,2,4,4,4,1,3,4,3,4,4,4,4,4,4,4,3,2,3,3,4,3,2,67529d0aecb73bfe140d521f
2025-08-27 03:43:47,2025-08-27 03:47:02,0,81.99.212.108,100,194,1,2025-08-27 03:47:03,R_80ThxL20CGoalwi,,,,,52.9538,-1.1571,anonymous,EN,2,41,2,3,5db1dbb351eb21000c443e58,5,4,5,5,5,4,4,5,4,5,1,3,4,5,1,4,4,3,3,4,5,5,4,4,5,5,1,4,5,4,3,1,5db1dbb351eb21000c443e58
2025-08-27 03:42:03,2025-08-27 03:47:08,0,5.71.16.66,100,305,1,2025-08-27 03:47:08,R_208InBHHavNwOy8,,,,,53.7668,-2.7217,anonymous,EN,2,35,1,2,6658c56f3d9230d99c3e6752,5,5,5,5,4,5,4,5,4,4,2,4,5,5,5,3,5,5,5,5,5,5,5,5,5,5,1,5,5,5,4,1,6658c56f3d9230d99c3e6752
2025-08-27 03:43:05,2025-08-27 03:48:15,0,92.236.46.186,100,309,1,2025-08-27 03:48:15,R_8v7TS5dKq9ZQkns,,,,,51.4017,-0.1624,anonymous,EN,2,74,2,2,5b7e7de287d85f0001bac19a,4,4,4,4,4,4,4,4,3,4,1,4,4,4,1,2,2,2,1,2,2,3,2,2,2,3,3,2,3,3,3,2,5b7e7de287d85f0001bac19a
2025-08-27 03:46:06,2025-08-27 03:49:11,0,90.254.215.48,100,185,1,2025-08-27 03:49:11,R_2NaXTAOV7eOL500,,,,,51.3382,-0.488,anonymous,EN,2,69,1,2,5bb7abf3c190e20001e5c2c8,5,4,5,5,4,4,4,4,4,5,1,3,3,4,1,3,3,4,4,3,4,4,4,4,4,4,1,3,3,4,3,2,5bb7abf3c190e20001e5c2c8
2025-08-27 03:44:04,2025-08-27 03:54:03,0,82.44.61.218,100,598,1,2025-08-27 03:54:03,R_2Pd0E6ja7aUBZqY,,,,,51.6539,-0.0888,anonymous,EN,2,36,1,2,6653a68b7bda8f456d6a4dc7,5,4,5,5,4,5,4,5,5,5,1,5,5,4,1,4,3,2,2,3,3,4,3,3,3,4,1,4,4,3,3,2,6653a68b7bda8f456d6a4dc7
