StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,"Consent ","Age ","Gender ",OMSI,"Prolific ID ",I_1,I_2,I_3,I_4,I_5,I_6,I_7,I_8,I_9,I_10,I_11,I_12,I_13,I_14,I_15,I_16,I_17,"I_Rel ",X _1,X _2,X _3,X _4,X _5,X _6,X _7,X _8,X _9,X _10,X _11,X _12,X _13,X _14,X _15,X _16,X_Rel,B_1,B_2,B_3,B_4,B_5,B_6,B_7,B_8,B_9,B_10,B_11,B_12,B_13,B_14,B_15,B_16,B_Rel,Music check,PROLIFIC_PID
2025-09-02 14:21:19,2025-09-02 14:25:18,0,2.222.194.56,100,239,1,2025-09-02 14:25:18,R_2BngANeN8soY02Z,,,,,53.4798,-2.3307,anonymous,EN,2,34,1,2,65b3d516eaf68da25cef67d6,4,5,4,4,5,4,4,4,4,4,5,4,5,5,4,5,5,3,4,4,3,5,5,3,5,4,5,4,5,5,5,4,5,4,3,5,4,5,4,4,4,4,4,4,5,5,5,4,5,5,4,3,2,65b3d516eaf68da25cef67d6
2025-09-02 14:21:13,2025-09-02 14:25:27,0,82.13.30.127,100,253,1,2025-09-02 14:25:28,R_8hLOz1hjbCETxUu,,,,,51.4236,-0.9554,anonymous,EN,2,46,2,3,669a4f388b2de8df723faf1e,5,5,5,5,4,5,4,3,4,5,4,5,5,4,4,5,1,3,4,4,4,3,3,3,4,4,5,5,3,5,4,5,5,5,3,4,4,4,4,4,4,3,3,3,5,4,4,4,4,4,4,3,2,669a4f388b2de8df723faf1e
2025-09-02 14:21:12,2025-09-02 14:26:03,0,92.40.178.102,100,291,1,2025-09-02 14:26:04,R_2ZZBnfCmNuW2biQ,,,,,51.5507,-0.0537,anonymous,EN,2,48,2,1,5c4c1159d3a5e30001830f4a,4,5,5,5,4,4,5,4,4,4,4,4,5,5,4,5,1,3,4,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,3,5,5,4,4,4,4,5,4,4,4,5,4,4,5,4,5,3,2,5c4c1159d3a5e30001830f4a
2025-09-02 14:23:08,2025-09-02 14:26:09,0,45.159.90.225,100,180,1,2025-09-02 14:26:09,R_21imLzM5r4YiysF,,,,,51.4719,-0.1616,anonymous,EN,2,41,1,2,65956483eb34fc0833083637,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,1,3,4,4,3,3,4,3,4,5,4,4,4,4,5,4,4,4,2,4,4,4,5,4,5,5,5,5,5,5,5,4,5,5,4,3,2,65956483eb34fc0833083637
2025-09-02 14:20:51,2025-09-02 14:27:43,0,51.191.96.255,100,412,1,2025-09-02 14:27:44,R_8syrc5zfICGhSB5,,,,,51.2471,-1.4193,anonymous,EN,2,51,2,2,671ac509e93a57b5220b3d4e,4,4,1,1,4,4,4,4,4,4,4,4,4,4,4,4,1,3,5,2,2,2,2,4,5,5,4,2,4,5,5,5,5,5,3,5,2,1,2,1,1,5,1,5,5,1,5,5,5,2,1,3,2,671ac509e93a57b5220b3d4e
2025-09-02 14:19:05,2025-09-02 14:27:58,0,77.98.130.78,100,532,1,2025-09-02 14:27:58,R_8iMDpKyUFiXCiAh,,,,,52.4486,-1.5499,anonymous,EN,2,35,1,2,67665f7b0329bd3e30515ad2,2,2,4,5,5,4,5,3,4,4,5,4,5,4,4,4,1,2,2,3,3,4,4,4,4,2,3,3,3,4,4,3,3,2,2,3,2,5,4,5,1,4,3,2,4,5,4,5,4,2,4,4,2,67665f7b0329bd3e30515ad2
2025-09-02 14:22:09,2025-09-02 14:28:37,0,51.14.41.29,100,387,1,2025-09-02 14:28:38,R_2hmsgqVboSIwq31,,,,,52.9887,-1.4407,anonymous,EN,2,64,1,2,5ec79cbd44972a1fceed2719,3,1,2,1,1,1,4,3,3,2,4,4,4,3,1,5,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,4,4,3,1,3,2,2,3,2,1,1,2,5ec79cbd44972a1fceed2719
2025-09-02 14:29:04,2025-09-02 14:32:29,0,90.192.52.244,100,204,1,2025-09-02 14:32:29,R_8M2MRgcuSKV2iBj,,,,,54.6581,-5.9045,anonymous,EN,2,39,1,2,66e7381b679a09a5e859d755,5,5,5,3,4,5,5,4,4,4,4,3,5,5,4,3,1,4,5,5,4,5,4,5,4,5,4,4,4,5,4,4,4,3,4,5,5,4,5,5,4,5,5,5,4,4,5,4,5,3,3,4,2,66e7381b679a09a5e859d755
2025-09-02 14:35:07,2025-09-02 14:41:43,0,31.111.40.97,100,395,1,2025-09-02 14:41:43,R_8h5T0GDltBG3S8P,,,,,50.9872,-0.4005,anonymous,EN,2,59,2,2,66929a6a268ccf0d6fce0d52,4,4,3,3,3,4,4,3,3,3,3,5,4,4,4,4,1,3,3,1,3,3,3,3,3,3,3,3,3,4,4,4,3,3,3,3,1,3,3,3,3,3,3,3,1,3,4,4,4,3,3,3,2,66929a6a268ccf0d6fce0d52
2025-09-03 02:32:57,2025-09-03 02:35:20,0,80.7.87.176,100,142,1,2025-09-03 02:35:21,R_2QEV67WZsURf1ct,,,,,51.4805,-0.0113,anonymous,EN,2,25,1,3,66cb2e0bd2169db778550269,5,3,4,3,4,5,5,4,4,4,3,5,5,4,3,4,1,3,4,4,3,4,4,4,3,5,3,4,4,4,4,3,3,4,2,4,3,5,3,3,4,3,5,4,4,4,4,4,5,4,5,3,2,66cb2e0bd2169db778550269
2025-09-03 02:32:52,2025-09-03 02:35:45,0,90.246.54.170,100,172,1,2025-09-03 02:35:45,R_81TwNvcB5P1ICVr,,,,,53.8109,-1.637,anonymous,EN,2,33,2,3,5a6c9ecfe70ca900017acfb9,5,5,3,3,4,4,5,5,4,4,5,5,4,5,4,4,1,3,4,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,3,3,4,4,4,4,4,5,4,4,5,4,5,3,2,5a6c9ecfe70ca900017acfb9
2025-09-03 02:32:54,2025-09-03 02:36:08,0,86.153.215.1,100,193,1,2025-09-03 02:36:11,R_8MWFaUPQ8BAIPrK,,,,,51.1278,-3.0001,anonymous,EN,2,59,2,2,577952778b3e2300016d6acf,5,4,3,3,3,5,5,5,4,5,5,5,5,5,5,5,1,3,5,5,5,3,3,5,5,5,5,5,5,5,5,5,5,5,3,4,5,3,3,3,5,5,5,3,5,4,5,5,5,5,5,3,2,577952778b3e2300016d6acf
2025-09-03 02:33:02,2025-09-03 02:36:19,0,82.20.53.29,100,197,1,2025-09-03 02:36:20,R_8s4i2GBJuMmoltB,,,,,51.3391,-0.7416,anonymous,EN,2,42,2,1,65de12a7fcbc6ef9331bcc98,2,2,1,1,1,1,4,4,4,3,3,4,4,4,4,4,1,2,1,2,1,1,1,1,4,4,2,4,2,4,4,3,3,4,2,3,2,1,1,1,2,4,4,3,3,3,4,4,4,4,4,2,2,65de12a7fcbc6ef9331bcc98
2025-09-03 02:33:05,2025-09-03 02:36:29,0,77.100.178.181,100,204,1,2025-09-03 02:36:30,R_2gOfMkj5V0Gtnzz,,,,,53.3528,-1.4845,anonymous,EN,2,53,1,2,6643495b44af166c626762cd,3,1,2,2,2,3,4,4,4,2,3,4,4,4,3,3,1,2,3,1,2,2,2,3,4,4,3,2,3,4,4,4,3,2,2,3,2,2,2,3,3,4,4,3,3,3,4,4,3,2,2,2,2,6643495b44af166c626762cd
2025-09-03 02:33:14,2025-09-03 02:36:30,0,95.175.134.162,100,196,1,2025-09-03 02:36:30,R_2qXk52Uu58Vqmm7,,,,,51.5263,-0.3559,anonymous,EN,2,39,1,2,669177c66d14fd83c2a18125,3,2,4,2,2,3,3,3,3,3,4,5,5,3,2,5,1,3,4,3,5,3,3,4,5,5,3,5,4,5,5,5,2,5,3,3,3,3,3,3,3,4,4,3,2,3,4,4,4,3,4,3,2,669177c66d14fd83c2a18125
2025-09-03 02:33:07,2025-09-03 02:36:41,0,151.2.149.142,100,213,1,2025-09-03 02:36:41,R_2I4VvlzfWyJRQSF,,,,,53.052,-3.0038,anonymous,EN,2,22,2,2,6151e9fe2796a27076b5e01d,4,4,2,2,2,5,4,3,5,3,5,5,4,5,5,5,1,4,4,4,2,3,2,4,4,3,4,3,4,5,4,5,4,3,3,2,3,2,2,2,4,4,3,4,2,4,4,3,4,3,2,2,2,6151e9fe2796a27076b5e01d
2025-09-03 02:33:14,2025-09-03 02:36:47,0,46.65.41.35,100,212,1,2025-09-03 02:36:47,R_8PgwN9DCSG2ryou,,,,,54.58,-5.928,anonymous,EN,2,41,1,2,66f0765bb7f6c2ae6ef721ee,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,1,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,2,66f0765bb7f6c2ae6ef721ee
2025-09-03 02:33:16,2025-09-03 02:37:06,0,89.242.72.25,100,230,1,2025-09-03 02:37:06,R_2m8ESeWgvvelUZe,,,,,55.867,-4.2621,anonymous,EN,2,59,1,3,636d39168fe0bc0570ee8da0,2,1,3,3,3,2,4,4,5,3,2,5,5,5,3,4,1,3,4,2,3,3,4,3,4,4,5,4,4,5,5,5,3,3,3,2,3,3,2,3,2,5,5,5,2,2,4,5,5,3,3,4,2,636d39168fe0bc0570ee8da0
2025-09-03 02:33:27,2025-09-03 02:37:09,0,88.97.164.141,100,222,1,2025-09-03 02:37:10,R_2XaipmRv0gKWy7Q,,,,,53.4323,-2.1952,anonymous,EN,2,31,1,1,5e67c48491889c0695f16d9e,4,4,3,4,5,4,3,3,3,4,3,5,3,4,5,3,1,1,2,2,2,2,2,2,4,5,3,4,4,4,3,3,3,2,2,2,3,1,1,1,2,4,4,2,2,2,4,2,4,3,2,2,2,5e67c48491889c0695f16d9e
2025-09-03 02:33:10,2025-09-03 02:37:15,0,82.32.173.3,100,245,1,2025-09-03 02:37:16,R_20IMene13EwFMEF,,,,,51.3904,-0.0992,anonymous,EN,2,34,2,1,677646ddc7d0c05b943c733f,4,3,2,3,3,4,5,5,2,3,4,5,5,5,4,4,1,3,2,4,2,2,3,3,5,4,2,4,4,5,4,5,4,3,3,4,4,2,3,2,4,5,5,3,4,3,5,5,5,4,4,3,2,677646ddc7d0c05b943c733f
2025-09-03 02:35:00,2025-09-03 02:37:34,0,92.18.245.227,100,154,1,2025-09-03 02:37:35,R_2n6YqnhsXaR2p3E,,,,,51.4036,-0.7618,anonymous,EN,2,35,2,3,57c74977b23f0e000182dc3f,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,3,5,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,2,57c74977b23f0e000182dc3f
2025-09-03 02:34:02,2025-09-03 02:37:55,0,86.26.61.212,100,232,1,2025-09-03 02:37:55,R_2RgSOWOWzeaySpB,,,,,52.9994,-1.1318,anonymous,EN,2,68,2,2,57a7326516a091000112edb2,4,4,4,4,4,4,3,3,2,4,4,4,3,4,3,4,1,3,3,3,3,3,3,3,4,4,3,3,3,4,3,4,3,3,2,3,3,3,3,4,3,3,3,2,3,4,4,3,4,3,4,3,2,57a7326516a091000112edb2
2025-09-03 02:33:01,2025-09-03 02:37:56,0,90.222.98.80,100,295,1,2025-09-03 02:37:56,R_8xAcQ1xlmX5fgf7,,,,,53.278,-2.9349,anonymous,EN,2,42,1,3,6415cfa5324b6e802473285c,5,4,4,4,4,4,3,4,3,5,3,4,4,5,4,4,1,4,4,3,3,3,4,3,4,5,3,4,3,4,4,4,4,3,3,3,3,3,3,3,3,4,4,3,3,3,5,4,4,2,3,2,2,6415cfa5324b6e802473285c
2025-09-03 02:33:13,2025-09-03 02:38:05,0,90.192.163.196,100,292,1,2025-09-03 02:38:05,R_2kLkTK5xK2XmlNk,,,,,53.5673,-2.6762,anonymous,EN,2,49,2,2,6776c9f7191e7c5b39c1db89,4,3,3,3,3,3,4,3,3,3,4,4,4,5,3,5,1,2,3,2,3,2,2,3,2,5,3,2,4,4,4,4,3,3,2,3,1,2,3,2,3,3,3,3,3,3,4,4,4,4,3,1,2,6776c9f7191e7c5b39c1db89
2025-09-03 02:35:04,2025-09-03 02:38:08,0,82.35.229.81,100,183,1,2025-09-03 02:38:08,R_2gshdToI2S13I8V,,,,,55.8995,-3.5237,anonymous,EN,2,54,2,3,67efd9773d87dc119df038fc,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,1,3,5,4,4,5,5,5,4,5,5,4,5,5,4,5,5,5,2,4,4,4,3,5,4,4,4,4,3,5,5,4,4,4,2,3,2,67efd9773d87dc119df038fc
2025-09-03 02:34:41,2025-09-03 02:38:28,0,86.175.206.0,100,226,1,2025-09-03 02:38:28,R_2J58ZlH7vF9GXpT,,,,,53.6121,-1.2817,anonymous,EN,2,43,1,1,5cb2d3be2df32800172e3736,3,5,1,1,3,4,5,5,4,3,4,5,5,5,4,5,1,3,3,3,1,1,1,3,5,5,3,3,3,5,5,5,3,1,3,4,4,1,1,1,4,5,5,4,3,4,5,5,5,3,4,4,2,5cb2d3be2df32800172e3736
2025-09-03 02:33:37,2025-09-03 02:38:41,0,92.40.179.85,100,303,1,2025-09-03 02:38:41,R_2QVrWS59nRWvNUM,,,,,51.5507,-0.0537,anonymous,EN,2,53,1,2,5810dfccaba80400016f13ea,5,4,5,5,5,5,3,3,2,5,4,5,4,5,5,5,1,2,4,3,3,3,3,4,3,3,3,4,3,5,4,5,4,3,3,4,3,3,3,3,5,4,4,3,4,4,5,4,5,4,4,3,2,5810dfccaba80400016f13ea
2025-09-03 02:32:56,2025-09-03 02:38:49,0,77.96.80.201,100,352,1,2025-09-03 02:38:49,R_2ZZGoY5pNUaLNVF,,,,,53.8017,-1.7848,anonymous,EN,2,43,1,2,5fc59271971cc91189a1bdf0,4,1,4,1,3,2,1,1,1,3,3,4,5,5,4,4,1,2,2,1,1,1,1,2,4,4,1,1,1,4,4,4,1,2,3,2,1,2,2,1,2,1,1,1,3,2,4,4,4,1,3,2,2,5fc59271971cc91189a1bdf0
2025-09-03 02:33:33,2025-09-03 02:38:58,0,149.241.202.38,100,325,1,2025-09-03 02:38:59,R_2Fa494MTqiZrdUl,,,,,50.8451,-0.939,anonymous,EN,2,56,2,1,61656042f505fd7fa53e8628,3,3,4,3,4,3,4,4,4,3,4,4,3,4,4,3,1,2,4,4,4,4,4,4,4,4,4,4,4,4,3,3,5,4,3,3,3,3,2,4,3,3,3,2,3,3,4,2,3,3,4,2,2,61656042f505fd7fa53e8628
2025-09-03 02:33:52,2025-09-03 02:39:12,0,86.141.169.92,100,320,1,2025-09-03 02:39:13,R_8QFUfJa1mbo9uds,,,,,51.4351,-2.5419,anonymous,EN,2,43,2,2,6765b501bf830acd8f0e20ba,4,2,5,4,4,4,4,4,4,4,4,5,4,4,4,4,1,2,4,2,3,3,3,4,5,5,2,5,3,4,5,4,3,4,2,3,2,3,3,3,4,3,4,2,3,2,4,4,4,2,3,2,2,6765b501bf830acd8f0e20ba
2025-09-03 02:35:37,2025-09-03 02:39:27,0,81.152.45.97,100,230,1,2025-09-03 02:39:28,R_2SuVDaFyghu8IMl,,,,,53.9275,-3.0053,anonymous,EN,2,46,1,1,5dd2ccb118beb62d260e6747,5,5,5,5,5,5,5,5,4,5,4,5,5,5,5,5,1,2,4,4,4,4,4,4,5,5,3,4,4,5,4,5,4,4,2,4,3,4,2,2,2,4,3,3,3,2,5,2,5,3,3,3,2,5dd2ccb118beb62d260e6747
2025-09-03 02:32:55,2025-09-03 02:40:04,0,90.217.60.123,100,428,1,2025-09-03 02:40:04,R_8DecGWPc4mnIHnd,,,,,54.9663,-1.6093,anonymous,EN,2,35,2,2,6641059cdec71f7b7d5a5e2b,4,4,4,3,4,5,4,4,3,5,4,5,5,5,5,5,1,4,5,4,4,3,4,4,5,5,5,5,5,5,5,5,5,3,3,4,3,3,3,3,4,4,4,3,4,4,5,5,5,5,3,3,2,6641059cdec71f7b7d5a5e2b
2025-09-03 02:34:59,2025-09-03 02:40:19,0,80.47.185.242,100,319,1,2025-09-03 02:40:19,R_2cYpS9mTxrfNBFD,,,,,53.6943,-2.6888,anonymous,EN,2,38,2,3,5dbb0562b1df1b110ead5bba,5,4,4,4,4,5,4,4,4,4,3,5,5,5,5,5,1,4,3,3,4,4,4,4,4,5,4,4,4,5,5,4,4,3,2,3,3,4,3,3,4,4,5,3,4,3,5,4,5,3,3,3,2,5dbb0562b1df1b110ead5bba
2025-09-03 02:36:41,2025-09-03 02:40:43,0,2.222.200.47,100,241,1,2025-09-03 02:40:43,R_218j5mPabwimWel,,,,,54.9536,-1.5743,anonymous,EN,2,36,2,2,66854f18db63152992b1a81e,2,1,1,1,1,1,2,3,2,4,1,5,5,4,3,4,1,3,1,1,1,1,1,1,2,3,2,2,1,4,4,3,1,3,2,1,1,1,1,1,1,2,3,2,1,1,4,1,4,1,2,1,2,66854f18db63152992b1a81e
2025-09-03 02:34:25,2025-09-03 02:41:16,0,213.249.182.101,100,411,1,2025-09-03 02:41:17,R_2WwD9ggn2LENRl4,,,,,53.7678,-0.3005,anonymous,EN,2,45,1,2,56d56e550b5634000bdc5703,5,5,5,4,5,4,4,4,3,5,5,5,5,5,5,5,1,4,5,4,5,5,5,3,5,5,4,5,4,5,5,5,4,4,3,3,2,3,3,3,2,3,2,2,2,4,5,4,5,1,3,4,2,56d56e550b5634000bdc5703
2025-09-03 02:33:02,2025-09-03 02:42:04,0,94.1.15.173,100,541,1,2025-09-03 02:42:04,R_2k1EvtHs7pBm0HX,,,,,50.8976,-1.4004,anonymous,EN,2,50,1,2,5c8651b69a306000016f7c35,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,4,4,4,5,4,5,5,5,5,5,4,5,5,5,5,5,5,3,5,4,5,5,5,5,5,5,4,4,5,5,5,5,4,5,3,2,5c8651b69a306000016f7c35
2025-09-03 02:41:00,2025-09-03 02:44:29,0,81.79.53.160,100,209,1,2025-09-03 02:44:30,R_2HFE2DhnJyRXrWq,,,,,51.4971,-0.0482,anonymous,EN,2,22,2,2,615a17c90199096a5bbe0f48,5,5,4,4,5,5,4,4,4,3,5,5,5,5,5,5,1,3,5,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,2,4,3,5,5,3,4,4,4,3,3,3,5,5,4,4,3,2,2,615a17c90199096a5bbe0f48
2025-09-03 02:43:13,2025-09-03 02:46:20,0,2.122.103.193,100,186,1,2025-09-03 02:46:20,R_8eepNYRTZDCZey8,,,,,50.5455,-3.4911,anonymous,EN,2,40,1,2,6304deb78f14a18b18ceed4a,4,3,3,3,3,4,3,3,3,3,3,5,5,5,5,4,1,3,3,3,3,3,3,3,5,5,5,5,3,5,5,5,4,4,3,3,3,3,3,3,4,4,3,3,3,3,5,5,5,3,3,4,2,6304deb78f14a18b18ceed4a
2025-09-03 02:41:33,2025-09-03 02:46:25,0,148.252.141.199,100,291,1,2025-09-03 02:46:26,R_2ZCW9BItTM9kQsl,,,,,51.4964,-0.1224,anonymous,EN,2,54,2,2,63b560544aa363d8ab6af7fb,1,1,1,1,1,1,1,1,1,1,2,3,2,3,3,2,1,1,2,1,1,1,1,1,2,3,1,1,1,2,3,2,2,2,1,1,1,1,1,1,2,1,2,1,1,1,3,2,2,2,2,1,2,63b560544aa363d8ab6af7fb
