StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,"Consent ","Age ","Gender ",OMSI,"Prolific ID ",C _1,C _2,C _3,C _4,C _5,C _6,C _7,C _8,C _9,C _10,C _11,C _12,C _13,C _14,C _15,C _16,"C_Rel ",S_1,S_2,S_3,S_4,S_5,S_6,S_7,S_8,S_9,S_10,S_11,S_12,S_13,S_14,S_15,S_Rel,Music check,PROLIFIC_PID
2025-08-27 07:27:28,2025-08-27 07:29:02,0,86.182.188.73,100,94,1,2025-08-27 07:29:03,R_8EujrqUhTNmqI9p,,,,,53.8355,-2.9776,anonymous,EN,2,21,2,2,66ce62c7983bb251283641fb,4,5,3,5,5,5,5,4,4,4,4,3,3,3,4,1,2,3,3,3,4,5,4,4,2,3,4,4,3,5,5,5,1,2,66ce62c7983bb251283641fb
2025-08-27 07:27:30,2025-08-27 07:29:14,0,80.6.248.97,100,103,1,2025-08-27 07:29:15,R_2WO1gDgF0x69Mul,,,,,51.7283,-1.2406,anonymous,EN,2,36,1,1,5fb29577ca2ab98b170f5299,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,5fb29577ca2ab98b170f5299
2025-08-27 07:27:31,2025-08-27 07:29:52,0,82.1.226.237,100,140,1,2025-08-27 07:29:52,R_2f3P0DT3WMOLMIz,,,,,55.0475,-7.2611,anonymous,EN,2,44,1,1,666ec9dfb9039b8071d8bb25,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,666ec9dfb9039b8071d8bb25
2025-08-27 07:27:56,2025-08-27 07:30:04,0,31.94.32.43,100,128,1,2025-08-27 07:30:05,R_2dYwQO3wHpA7o3U,,,,,51.5591,-0.2283,anonymous,EN,2,45,2,2,67acb0cf6c4b279dfa3babcf,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,67acb0cf6c4b279dfa3babcf
2025-08-27 07:27:24,2025-08-27 07:30:05,0,84.67.7.244,100,161,1,2025-08-27 07:30:05,R_8fk7WmPxla0nSu5,,,,,52.1972,-0.8873,anonymous,EN,2,26,1,4,60efd8e0434fa5c5fdad1620,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,2,60efd8e0434fa5c5fdad1620
2025-08-27 07:27:48,2025-08-27 07:30:42,0,77.102.209.3,100,173,1,2025-08-27 07:30:42,R_2AJqauX3YtwB1jX,,,,,52.5289,-1.8533,anonymous,EN,2,39,1,4,6672fb66728df1edb72c1568,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,3,1,6672fb66728df1edb72c1568
2025-08-27 07:28:28,2025-08-27 07:31:30,0,84.71.91.181,100,181,1,2025-08-27 07:31:30,R_8eDkeMr1KcRsLte,,,,,51.4643,-0.0119,anonymous,EN,2,49,1,3,58f669cefb4d7500014af69b,4,5,4,5,5,4,5,5,4,4,5,4,4,4,4,1,3,2,2,1,1,1,1,1,2,2,2,1,1,3,1,1,2,2,58f669cefb4d7500014af69b
2025-08-27 07:28:22,2025-08-27 07:32:37,0,148.252.128.42,100,255,1,2025-08-27 07:32:37,R_2CmdbyyYTGE7573,,,,,51.4964,-0.1224,anonymous,EN,2,",36",1,2,5edbf6a29a8d508920c14f6c,3,3,3,3,4,3,3,4,3,2,4,1,3,3,3,1,2,2,3,2,3,3,3,2,3,2,2,2,2,2,3,3,2,2,5edbf6a29a8d508920c14f6c
2025-08-27 07:27:48,2025-08-27 07:34:33,0,81.96.117.169,100,405,1,2025-08-27 07:34:34,R_2pR6DnHqtMSX0Ah,,,,,50.8302,-0.1336,anonymous,EN,2,52,2,2,676d2c3ddcb926c724d27928,3,4,4,4,4,4,4,5,3,4,5,3,4,5,5,1,2,2,3,2,2,5,4,4,3,2,3,5,2,4,5,5,3,2,676d2c3ddcb926c724d27928
2025-08-27 07:58:53,2025-08-27 08:00:34,0,90.195.139.127,100,101,1,2025-08-27 08:00:34,R_8NcNpFkN8Hewm0V,,,,,53.7881,-1.6008,anonymous,EN,2,50,2,1,59e71a3b1ac65d0001eb47ac,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,1,3,3,3,3,3,2,4,3,4,4,3,4,3,3,3,3,3,2,59e71a3b1ac65d0001eb47ac
2025-08-27 07:58:57,2025-08-27 08:01:13,0,176.248.215.88,100,136,1,2025-08-27 08:01:13,R_2rdlRAGbeo1cti6,,,,,52.6407,-1.1354,anonymous,EN,2,33,2,2,669d7d04ec742963733a5b35,5,5,5,5,5,4,5,5,5,5,5,5,5,4,4,1,2,2,4,1,4,2,4,4,4,2,4,4,3,5,4,4,2,2,669d7d04ec742963733a5b35
2025-08-27 07:59:41,2025-08-27 08:01:20,0,81.99.201.189,100,99,1,2025-08-27 08:01:20,R_8vccfIb9x8bugy6,,,,,53.2845,-2.1563,anonymous,EN,2,43,2,2,5ef89ca507b0e3040299f1a3,5,5,4,5,5,4,4,4,4,4,4,4,4,4,5,1,2,3,3,3,3,3,3,4,3,4,3,4,3,4,4,4,2,2,5ef89ca507b0e3040299f1a3
2025-08-27 07:58:50,2025-08-27 08:01:31,0,81.96.52.187,100,160,1,2025-08-27 08:01:31,R_8WrXwmXQjM7SCD7,,,,,53.4507,-2.3186,anonymous,EN,2,55,1,2,5f514593ea1e87365b9cb05f,3,4,3,4,4,5,4,4,3,4,4,4,3,3,3,1,3,1,1,2,2,2,2,2,2,1,1,2,2,2,5,3,1,2,5f514593ea1e87365b9cb05f
2025-08-27 07:58:49,2025-08-27 08:02:03,0,86.22.202.5,100,194,1,2025-08-27 08:02:03,R_8vWRHcG5hb13mIV,,,,,51.5592,0.4765,anonymous,EN,2,38,1,1,5aba456ce1099600016a0f16,4,4,4,4,4,3,4,4,4,4,4,4,4,3,3,1,2,3,3,3,3,4,3,4,3,3,3,4,3,4,3,3,3,2,5aba456ce1099600016a0f16
2025-08-27 08:00:53,2025-08-27 08:02:48,0,81.135.124.171,100,114,1,2025-08-27 08:02:48,R_238dd1LsZMP8clN,,,,,52.7068,-2.7641,anonymous,EN,2,42,2,2,590cfded18837300010dfd8c,4,5,5,5,5,5,5,5,5,5,5,5,5,5,4,1,4,3,5,5,4,4,5,5,5,4,4,4,5,4,5,4,4,2,590cfded18837300010dfd8c
2025-08-27 08:00:50,2025-08-27 08:02:56,0,81.78.186.20,100,126,1,2025-08-27 08:02:56,R_2fHGvzNZrXAXy68,,,,,52.5188,-0.3198,anonymous,EN,2,49,1,1,62e02b26e879244a99e852fa,4,4,4,3,4,4,3,4,3,3,3,3,2,1,1,1,2,1,4,3,2,3,2,2,2,1,3,3,2,3,2,2,1,2,62e02b26e879244a99e852fa
2025-08-27 08:00:52,2025-08-27 08:03:49,0,82.10.82.70,100,177,1,2025-08-27 08:03:50,R_2RVruZTXwR7bN9V,,,,,53.3632,-3.0578,anonymous,EN,2,42,2,2,5e1a39f62b01352b6c9e14bf,5,5,5,5,5,4,5,5,5,4,4,5,4,4,4,1,3,2,4,4,4,4,4,4,4,4,3,4,3,4,4,5,3,2,5e1a39f62b01352b6c9e14bf
2025-08-27 08:00:56,2025-08-27 08:03:54,0,81.107.173.232,100,178,1,2025-08-27 08:03:54,R_2Mhe6qdDsjDKJTd,,,,,51.8053,-0.8086,anonymous,EN,2,36,1,1,5f9802a1306ea3045e8c0b43,3,5,5,4,4,5,4,5,4,4,4,3,4,5,5,1,4,4,4,4,5,4,3,4,3,3,4,5,4,4,3,3,3,2,5f9802a1306ea3045e8c0b43
2025-08-27 08:00:59,2025-08-27 08:04:45,0,165.120.88.19,100,226,1,2025-08-27 08:04:46,R_2qeRxHIos2Dmrrg,,,,,51.7344,-1.333,anonymous,EN,2,32,2,2,645db6f201312e3fd0b81c32,5,5,5,5,5,5,5,5,5,5,5,3,5,3,3,1,3,3,4,1,4,4,4,4,2,2,4,4,4,4,4,4,3,2,645db6f201312e3fd0b81c32
2025-08-27 08:00:48,2025-08-27 08:05:00,0,86.24.193.31,100,252,1,2025-08-27 08:05:01,R_2MfKurQ9Py7upwk,,,,,51.7283,-1.2406,anonymous,EN,2,33,2,2,6126086041dbfc8b499a693c,2,2,2,3,2,2,3,3,2,3,2,3,2,2,2,1,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,6126086041dbfc8b499a693c
2025-08-27 08:01:37,2025-08-27 08:05:03,0,2.103.56.197,100,206,1,2025-08-27 08:05:03,R_2C1mNOffiO13Wc9,,,,,50.7374,-3.4708,anonymous,EN,2,43,2,2,5f75d01a857e4e27a575f7ca,3,4,4,4,4,3,4,4,4,4,3,3,3,3,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,5f75d01a857e4e27a575f7ca
2025-08-27 07:59:13,2025-08-27 08:05:13,0,86.172.116.146,100,360,1,2025-08-27 08:05:13,R_2SwCE6E0cxry38a,,,,,51.7187,-3.4318,anonymous,EN,2,53,1,2,5de3d4fc1d61c93cd498bb92,2,2,3,2,4,2,3,4,2,3,4,3,3,3,3,1,2,2,2,2,3,2,4,4,3,2,2,3,3,4,3,3,2,2,5de3d4fc1d61c93cd498bb92
2025-08-27 08:01:36,2025-08-27 08:07:18,0,86.156.49.44,100,341,1,2025-08-27 08:07:18,R_2FUMEBa9bOZzbcS,,,,,55.8803,-4.3055,anonymous,EN,2,50,1,1,59a40f8f514a2200017e69dc,4,5,5,4,4,5,4,5,4,4,5,4,5,3,3,1,3,4,5,5,4,5,5,5,5,5,4,5,4,5,5,5,4,2,59a40f8f514a2200017e69dc
2025-08-27 08:06:58,2025-08-27 08:11:30,0,81.105.99.73,100,272,1,2025-08-27 08:11:31,R_2wzadv4n7voMEvf,,,,,53.4507,-2.3186,anonymous,EN,2,33,1,3,628781515f29a0394e23b15b,3,3,3,4,4,3,4,4,4,4,4,4,3,3,3,1,3,2,3,3,2,3,3,3,2,3,2,3,3,3,3,3,3,2,628781515f29a0394e23b15b
2025-08-27 08:24:52,2025-08-27 08:27:06,0,86.178.13.158,100,134,1,2025-08-27 08:27:06,R_8oSBMlsWpB7xpQD,,,,,51.8032,0.6581,anonymous,EN,2,45,1,3,6329c13285c93cafdf51ed77,2,4,4,4,4,4,4,4,4,4,4,4,4,5,5,1,3,2,4,4,4,4,4,4,4,4,4,4,4,4,5,5,3,2,6329c13285c93cafdf51ed77
2025-08-27 08:55:18,2025-08-27 08:57:02,0,87.115.245.255,100,103,1,2025-08-27 08:57:02,R_22ukBxTGn7tt3zD,,,,,50.8681,0.2555,anonymous,EN,2,29,1,2,6761b63723fa44d7d00ce121,3,4,4,3,4,3,3,2,3,4,3,3,3,2,2,1,2,2,5,5,5,4,3,4,4,2,3,4,4,4,4,3,3,2,6761b63723fa44d7d00ce121
2025-08-27 08:54:59,2025-08-27 08:57:16,0,84.71.84.175,100,136,1,2025-08-27 08:57:16,R_2O16ioRxMnrr3Ig,,,,,51.532,0.0884,anonymous,EN,2,43,1,2,6717d0f52cc5e0a7f13b596a,3,4,4,4,4,4,3,5,4,3,4,3,4,3,3,1,3,2,4,2,4,4,4,3,3,3,4,4,4,4,5,5,3,2,6717d0f52cc5e0a7f13b596a
2025-08-27 08:57:08,2025-08-27 08:57:38,0,92.40.196.179,100,30,1,2025-08-27 08:57:39,R_8zNMQDqSpan8OEV,,,,,50.82,-1.0664,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6658be7c0acc6e0ea88985ae
2025-08-27 08:55:00,2025-08-27 08:57:39,0,81.151.219.96,100,158,1,2025-08-27 08:57:40,R_2f21egPZLhclykM,,,,,54.58,-5.928,anonymous,EN,2,37,1,2,5eac2b38e66aa2074015989b,4,4,4,4,4,3,4,4,4,4,4,4,4,3,3,1,4,2,3,4,3,2,3,4,3,2,3,3,4,3,3,3,3,2,5eac2b38e66aa2074015989b
2025-08-27 08:54:59,2025-08-27 08:57:50,0,81.107.50.52,100,170,1,2025-08-27 08:57:50,R_2pfGekXgTb9hZuf,,,,,51.4769,-2.5534,anonymous,EN,2,44,2,3,5d2075ccc26f84001566733c,4,5,5,5,5,4,4,5,4,4,5,4,5,3,4,1,3,2,5,2,4,4,4,3,5,4,4,5,4,5,3,4,3,2,5d2075ccc26f84001566733c
2025-08-27 08:56:33,2025-08-27 08:58:04,0,86.130.14.64,100,91,1,2025-08-27 08:58:05,R_8PvNapblVyOIxaR,,,,,53.2316,-0.5265,anonymous,EN,2,59,2,2,5b673490e89b0d0001a885e7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,3,4,4,4,4,4,5,5,5,4,5,4,4,4,5,5,3,2,5b673490e89b0d0001a885e7
2025-08-27 08:55:13,2025-08-27 08:58:10,0,86.147.71.82,100,176,1,2025-08-27 08:58:10,R_2U5XtMD8kWVvVEC,,,,,52.4165,-1.9656,anonymous,EN,2,47,2,2,5a2b023f0a95ab0001dc6928,3,3,3,3,3,3,3,4,3,3,3,3,3,4,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,3,2,5a2b023f0a95ab0001dc6928
2025-08-27 08:55:29,2025-08-27 08:58:22,0,31.185.245.100,100,173,1,2025-08-27 08:58:23,R_2xDmKVHEsfHGGOx,,,,,52.4627,1.5439,anonymous,EN,2,57,2,1,5fcfb1fe79b8060e0662270a,5,5,5,4,5,3,4,5,4,4,4,5,5,3,3,1,2,4,3,2,3,4,3,4,3,3,4,3,4,4,4,4,1,2,5fcfb1fe79b8060e0662270a
2025-08-27 08:57:05,2025-08-27 08:58:37,0,84.67.76.222,100,91,1,2025-08-27 08:58:37,R_8PcaDFUtxLFXxgv,,,,,51.4167,-0.0832,anonymous,EN,2,47,2,1,5ac11c4d9534ba0001c71a89,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,2,5ac11c4d9534ba0001c71a89
2025-08-27 08:56:57,2025-08-27 08:58:53,0,146.199.221.99,100,116,1,2025-08-27 08:58:54,R_23mt3tDDPgTxaDa,,,,,52.61,-0.2718,anonymous,EN,2,37,3,2,5f5fac7f94d5ad038b89e222,3,4,4,5,4,4,4,4,4,3,4,3,4,4,3,1,2,2,3,2,3,3,2,3,2,2,3,3,3,3,3,3,2,2,5f5fac7f94d5ad038b89e222
2025-08-27 08:54:58,2025-08-27 08:59:12,0,82.69.11.235,100,254,1,2025-08-27 08:59:13,R_2feCJlo2NHz07LG,,,,,51.6348,-0.4745,anonymous,EN,2,44,2,1,55ad5706fdf99b649ca5a47c,5,3,5,4,5,3,5,4,4,4,5,5,5,4,3,1,3,4,3,4,4,4,3,4,3,4,5,5,5,5,4,5,2,2,55ad5706fdf99b649ca5a47c
2025-08-27 08:55:29,2025-08-27 08:59:15,0,51.9.86.74,100,225,1,2025-08-27 08:59:15,R_2e4ZKhqcmd3w8or,,,,,54.9996,-7.3165,anonymous,EN,2,79,1,2,612f5beeadebe8b6969dc5a9,4,5,4,4,5,5,3,5,5,4,4,5,5,3,4,1,3,4,4,4,4,4,4,3,3,3,4,4,4,4,4,4,1,2,612f5beeadebe8b6969dc5a9
2025-08-27 08:55:11,2025-08-27 08:59:16,0,212.228.173.242,100,244,1,2025-08-27 08:59:16,R_25zMFG5yWTpVkNy,,,,,51.4563,-0.0919,anonymous,EN,2,58,1,2,5d4200b0f1006e00196a9322,4,4,4,4,4,3,4,3,3,3,4,4,4,4,4,1,3,3,3,2,3,3,3,3,2,3,3,3,3,3,4,4,3,2,5d4200b0f1006e00196a9322
2025-08-27 08:55:21,2025-08-27 08:59:50,0,82.132.214.72,100,269,1,2025-08-27 08:59:50,R_2Ehr1J1CEMXMJ9O,,,,,51.5571,-0.2972,anonymous,EN,2,62,2,2,5d404c6a584cc80017e81001,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,5d404c6a584cc80017e81001
2025-08-27 08:56:37,2025-08-27 09:00:34,0,92.28.178.132,100,236,1,2025-08-27 09:00:35,R_2f3dWAbVotaHX0E,,,,,51.8686,-2.2446,anonymous,EN,2,46,1,2,5dc71b96d210e45213e92359,5,4,5,3,5,4,4,4,4,4,4,4,4,3,3,1,3,3,4,3,3,3,4,4,4,3,4,4,3,4,4,4,2,2,5dc71b96d210e45213e92359
2025-08-27 08:56:33,2025-08-27 09:00:37,0,86.27.32.226,100,244,1,2025-08-27 09:00:37,R_8qRFRRwdtJGXZ73,,,,,51.6742,-3.9156,anonymous,EN,2,31,1,6,5ef7e3bf18648a5239a1714a,4,5,3,3,4,5,4,4,3,4,3,3,4,4,4,1,3,4,3,4,4,5,3,3,4,3,3,4,3,5,2,2,3,2,5ef7e3bf18648a5239a1714a
2025-08-27 08:59:01,2025-08-27 09:01:22,0,185.241.224.213,100,141,1,2025-08-27 09:01:23,R_2R2Fi1rxkF4uTu9,,,,,51.5848,-1.4229,anonymous,EN,2,27,2,1,62a766c5899e18df9ca94d67,4,4,5,5,5,4,5,4,4,3,4,4,4,4,3,1,2,2,3,3,3,3,4,4,2,2,3,4,3,3,3,3,1,2,62a766c5899e18df9ca94d67
2025-08-27 08:57:12,2025-08-27 09:01:25,0,51.19.161.91,100,253,1,2025-08-27 09:01:26,R_2fUd79GZp5r7jzw,,,,,53.1636,-2.8164,anonymous,EN,2,38,2,2,59dd90f6e75b450001a68dac,5,5,5,5,5,5,5,5,5,5,5,5,5,3,4,1,1,4,4,3,4,2,4,3,3,3,3,3,4,4,2,2,2,2,59dd90f6e75b450001a68dac
2025-08-27 08:55:11,2025-08-27 09:02:10,0,94.2.144.141,100,418,1,2025-08-27 09:02:10,R_2HzwkptWwYXdygc,,,,,52.9538,-1.1571,anonymous,EN,2,78,1,2,5c93e5293a673a0001869096,3,2,3,4,4,4,4,4,3,2,4,4,3,4,4,1,2,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,2,2,5c93e5293a673a0001869096
2025-08-27 08:58:25,2025-08-27 09:02:36,0,82.4.26.93,100,251,1,2025-08-27 09:02:36,R_8ir46Infog5xaBA,,,,,55.9335,-3.254,anonymous,EN,2,52,2,1,67ab91052045738410f302e2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,3,4,4,4,4,4,4,4,4,4,4,5,4,4,5,5,3,2,67ab91052045738410f302e2
2025-08-27 08:59:56,2025-08-27 09:02:51,0,90.253.227.85,100,175,1,2025-08-27 09:02:52,R_28zzTuhfhS8Kn01,,,,,52.0443,-0.7601,anonymous,EN,2,42,2,2,5d684971f5868700184eab81,3,5,3,4,5,4,3,5,3,4,5,4,5,4,4,1,3,3,4,2,4,4,3,3,2,3,4,4,3,4,4,5,4,2,5d684971f5868700184eab81
2025-08-27 09:03:01,2025-08-27 09:03:09,0,2.126.249.235,100,7,1,2025-08-27 09:03:09,R_8dSk79VtfnCDzHx,,,,,52.1346,-0.4663,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5a94ee9bf6dfdd0001ea50f1
2025-08-27 09:01:05,2025-08-27 09:03:43,0,2.217.81.7,100,158,1,2025-08-27 09:03:44,R_2rGnNvaVfvkJVSc,,,,,51.4801,-3.1855,anonymous,EN,2,52,1,1,5ccf41c9bd0d3e001593ce92,5,5,5,5,4,5,3,5,5,5,4,5,5,4,5,1,4,4,3,3,3,4,4,5,3,3,3,3,3,5,4,4,3,2,5ccf41c9bd0d3e001593ce92
2025-08-27 08:58:28,2025-08-27 09:03:46,0,92.40.196.179,100,317,1,2025-08-27 09:03:46,R_8yGtSkzw7qeG2Ln,,,,,50.82,-1.0664,anonymous,EN,2,41,2,2,6658be7c0acc6e0ea88985ae,4,5,5,5,5,2,3,5,4,4,3,5,5,3,3,1,2,4,2,2,3,3,3,2,4,3,3,2,4,4,4,4,2,2,6658be7c0acc6e0ea88985ae
2025-08-27 08:59:37,2025-08-27 09:03:56,0,92.40.196.69,100,259,1,2025-08-27 09:03:56,R_25SdyW76AK0WQrM,,,,,50.82,-1.0664,anonymous,EN,2,53,2,2,5f2044bd427e720c068a3b85,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,3,3,3,3,4,4,4,5,4,3,5,5,4,5,5,5,3,2,5f2044bd427e720c068a3b85
2025-08-27 09:01:17,2025-08-27 09:04:49,0,86.160.224.255,100,212,1,2025-08-27 09:04:49,R_2eV4W0wXJ7VIVOI,,,,,51.0798,-4.0675,anonymous,EN,2,77,2,1,5c4da47734ee9300011d2299,3,4,4,4,4,4,3,4,3,3,3,3,4,3,3,1,2,2,2,2,2,2,3,2,2,2,2,3,2,3,3,3,1,2,5c4da47734ee9300011d2299
2025-08-27 09:03:18,2025-08-27 09:05:22,0,2.126.249.235,100,123,1,2025-08-27 09:05:22,R_8QUQxdeIWPrnxkt,,,,,52.1346,-0.4663,anonymous,EN,2,38,1,1,5a94ee9bf6dfdd0001ea50f1,5,4,5,5,5,4,5,5,5,5,5,5,5,5,5,1,4,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,4,2,5a94ee9bf6dfdd0001ea50f1
2025-08-27 09:07:01,2025-08-27 09:09:12,0,86.20.66.21,100,131,1,2025-08-27 09:09:12,R_2lJNeXovc1vuWMP,,,,,50.8345,-0.186,anonymous,EN,2,39,1,2,6695278758244f9d6186746e,4,4,4,4,4,4,4,4,4,4,3,4,4,2,2,1,4,1,3,2,2,3,2,2,1,1,2,3,1,2,1,1,2,2,6695278758244f9d6186746e
2025-08-27 09:06:51,2025-08-27 09:09:32,0,92.40.196.179,100,160,1,2025-08-27 09:09:32,R_2fGKt2LtHk87EHp,,,,,50.82,-1.0664,anonymous,EN,2,41,2,2,6658be7c0acc6e0ea88985ae,5,5,5,5,5,5,3,4,5,4,4,5,5,4,5,1,2,5,3,3,4,3,3,2,4,4,4,3,5,4,5,5,2,2,6658be7c0acc6e0ea88985ae
2025-08-27 09:07:31,2025-08-27 09:10:56,0,86.158.207.6,100,205,1,2025-08-27 09:10:57,R_2oR3mK4JHpOp5LZ,,,,,53.0632,-0.7842,anonymous,EN,2,36,1,2,6720fbc84253185973cbe564,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,1,2,4,5,4,4,4,5,4,5,4,5,5,5,5,5,5,3,2,6720fbc84253185973cbe564
2025-08-27 09:11:21,2025-08-27 09:15:10,0,86.158.70.55,100,229,1,2025-08-27 09:15:11,R_2lAmQ1DimUcja0x,,,,,53.1813,-0.7952,anonymous,EN,2,62,2,2,5ce43a70aade7100152e6e77,4,4,5,4,3,4,4,4,5,3,4,2,3,3,3,1,3,2,2,2,3,4,3,3,3,2,3,4,2,4,3,2,2,2,5ce43a70aade7100152e6e77
2025-08-27 08:56:36,2025-08-27 09:18:57,0,78.86.161.44,100,1340,1,2025-08-27 09:18:57,R_8g71OwKlvL7jwGC,,,,,51.5314,-0.1703,anonymous,EN,2,35,2,2,63d14182ea5d1b54840bc1e6,4,4,3,5,4,4,4,5,4,5,4,4,5,4,4,1,1,1,1,1,1,1,1,3,2,2,4,5,1,1,1,1,1,2,63d14182ea5d1b54840bc1e6
2025-08-27 09:17:46,2025-08-27 09:19:26,0,139.190.228.76,100,100,1,2025-08-27 09:19:26,R_81ytgtq8L7QGYcg,,,,,51.4964,-0.1224,anonymous,EN,2,34,1,2,676ada80fe4f612146e3c8b3,4,5,5,5,5,5,5,4,5,5,5,5,5,5,5,1,4,5,5,5,5,4,5,5,4,4,5,5,5,5,5,5,4,2,676ada80fe4f612146e3c8b3
