StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,"Consent ","Age ","Gender ",OMSI,"Prolific ID ",C _1,C _2,C _3,C _4,C _5,C _6,C _7,C _8,C _9,C _10,C _11,C _12,C _13,C _14,C _15,C _16,C _17,"C_Rel ",S_1,S_2,S_3,S_4,S_5,S_6,S_7,S_8,S_9,S_10,S_11,S_12,S_13,S_14,S_15,S_16,S_Rel,Music check,PROLIFIC_PID
2025-08-29 10:09:55,2025-08-29 10:14:14,0,86.16.48.187,100,258,1,2025-08-29 10:14:14,R_2t2U9cPOWk7oV6Q,,,,,52.519,-1.9094,anonymous,EN,2,42,1,1,5fbf90f025a567296d943c7e,4,5,4,4,5,5,5,5,5,5,4,4,5,5,2,1,3,3,4,4,4,5,5,5,4,5,4,5,4,4,4,3,3,3,2,2,5fbf90f025a567296d943c7e
2025-08-29 10:09:35,2025-08-29 10:14:55,0,82.43.112.33,100,320,1,2025-08-29 10:14:56,R_8f1BxIDp3a28MfP,,,,,53.4972,-1.1808,anonymous,EN,2,65,1,3,6786682cfe5424ad10237085,4,4,4,4,4,4,4,4,5,3,4,3,4,3,2,1,3,2,2,3,1,4,2,4,3,4,3,3,4,4,3,3,4,5,2,2,6786682cfe5424ad10237085
2025-08-29 13:31:49,2025-08-29 13:32:01,0,176.27.135.157,100,11,1,2025-08-29 13:32:01,R_8gH0Jl1RNWV2Lwl,,,,,55.7645,-4.0318,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66fc4c33d23e6dbcc76af82b
2025-08-29 13:31:38,2025-08-29 13:33:37,0,90.195.180.147,100,119,1,2025-08-29 13:33:38,R_2WSqgkbglfzwyqJ,,,,,53.2827,-3.0433,anonymous,EN,2,47,1,2,6659cc755e12f99a9efc39e5,3,3,4,4,3,3,3,3,3,4,4,3,3,4,3,1,2,3,3,3,3,3,4,3,3,3,3,3,3,3,4,2,3,3,2,2,6659cc755e12f99a9efc39e5
2025-08-29 13:31:36,2025-08-29 13:34:04,0,90.254.92.198,100,148,1,2025-08-29 13:34:05,R_8vjC3VdKc847wER,,,,,52.5664,-2.0662,anonymous,EN,2,34,1,2,5c4f5967aac8be0001716a65,5,4,1,5,5,5,4,4,4,4,5,5,3,5,5,1,5,4,2,2,2,3,4,4,3,2,3,4,2,2,3,4,4,4,1,2,5c4f5967aac8be0001716a65
2025-08-29 13:31:47,2025-08-29 13:34:20,0,79.135.127.33,100,152,1,2025-08-29 13:34:20,R_8isSI0XjVmQj07r,,,,,51.9414,1.2834,anonymous,EN,2,58,1,2,5b9d57e5737d030001ad2cbf,4,4,4,4,4,4,4,3,5,4,4,4,4,1,1,1,1,3,3,3,4,3,3,4,2,2,1,4,4,1,3,4,4,4,2,2,5b9d57e5737d030001ad2cbf
2025-08-29 13:31:46,2025-08-29 13:34:33,0,86.0.135.41,100,166,1,2025-08-29 13:34:33,R_8tF0wejOWuPF3Qh,,,,,56.0648,-3.4489,anonymous,EN,2,38,2,2,61601f0ddc31a716116888f1,1,1,1,2,1,1,2,4,1,2,2,1,1,2,2,1,3,1,1,2,1,1,1,1,2,3,1,1,2,2,1,5,5,5,2,2,61601f0ddc31a716116888f1
2025-08-29 13:31:48,2025-08-29 13:34:39,0,5.151.197.52,100,170,1,2025-08-29 13:34:39,R_8EgTnLQdlmBgD29,,,,,50.3762,-4.1755,anonymous,EN,2,21,1,3,676c7da865c13c570db0242b,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,1,676c7da865c13c570db0242b
2025-08-29 13:31:49,2025-08-29 13:34:40,0,93.96.106.234,100,170,1,2025-08-29 13:34:40,R_8EmorOmaxBTOq2X,,,,,52.539,-1.9883,anonymous,EN,2,41,2,2,6012d27152fa5e09eb6a29e0,5,4,4,4,4,4,4,4,4,4,4,4,4,5,4,1,4,3,4,4,3,4,4,4,4,4,4,4,4,4,4,3,3,4,1,2,6012d27152fa5e09eb6a29e0
2025-08-29 13:32:31,2025-08-29 13:35:03,0,45.143.112.141,100,152,1,2025-08-29 13:35:04,R_8f7ZKzXlRCXnQ5J,,,,,51.3499,-2.6934,anonymous,EN,2,70,2,2,66c8a81f25959e5f183e2bb3,5,5,5,5,4,5,5,5,5,5,5,5,5,4,4,1,3,4,5,4,4,5,3,4,5,4,4,5,4,5,4,5,5,5,3,2,66c8a81f25959e5f183e2bb3
2025-08-29 13:32:13,2025-08-29 13:35:07,0,176.27.135.157,100,174,1,2025-08-29 13:35:08,R_2dZdycvE2hq9iMw,,,,,55.7645,-4.0318,anonymous,EN,2,63,1,1,66fc4c33d23e6dbcc76af82b,4,3,4,3,4,3,4,3,4,3,4,4,4,4,4,1,4,4,3,3,4,4,3,3,5,3,3,4,5,3,3,5,4,5,4,1,66fc4c33d23e6dbcc76af82b
2025-08-29 13:31:49,2025-08-29 13:35:23,0,176.254.91.106,100,214,1,2025-08-29 13:35:24,R_8PzTcDrJq7s5y8Z,,,,,52.6494,-1.1203,anonymous,EN,2,34,2,2,5eab170759f5390b776df5a1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,2,5eab170759f5390b776df5a1
2025-08-29 13:32:37,2025-08-29 13:35:36,0,83.106.36.38,100,178,1,2025-08-29 13:35:36,R_2EAzLLiGPHlFsA6,,,,,53.373,-3.1013,anonymous,EN,2,25,2,3,5f11eb333c6e2c0df5b92270,4,4,5,5,5,4,5,5,4,4,5,3,5,2,4,1,2,3,2,5,2,5,5,5,5,5,3,5,5,4,4,5,5,5,1,2,5f11eb333c6e2c0df5b92270
2025-08-29 13:31:49,2025-08-29 13:35:43,0,82.30.85.1,100,234,1,2025-08-29 13:35:44,R_8z3TvaXhJd5Wkvv,,,,,52.0444,1.1273,anonymous,EN,2,52,1,1,6266b7c4afe8a0ff03ca1f53,4,4,5,4,4,4,5,5,5,4,4,3,4,5,4,1,2,4,1,1,1,1,2,1,4,1,1,4,5,1,4,4,4,5,1,2,6266b7c4afe8a0ff03ca1f53
2025-08-29 13:31:41,2025-08-29 13:36:09,0,2.101.90.137,100,267,1,2025-08-29 13:36:09,R_8AFImEA3kMqUYFD,,,,,51.5384,-0.039,anonymous,EN,2,77,2,2,67db2ea56e3dd10aeebf61ab,2,3,3,4,2,4,4,4,2,3,3,4,5,3,3,1,1,2,1,4,3,3,3,3,2,2,2,3,4,2,4,4,4,5,1,1,67db2ea56e3dd10aeebf61ab
2025-08-29 13:33:10,2025-08-29 13:36:19,0,193.237.154.2,100,188,1,2025-08-29 13:36:20,R_8mLCW8kbJlOSzQR,,,,,51.5803,0.7193,anonymous,EN,2,33,1,2,672f246d1d67d71960402ef8,3,3,3,2,4,4,3,3,4,3,3,4,3,3,2,1,2,3,3,3,2,3,2,2,4,2,2,3,4,4,2,4,4,4,3,2,672f246d1d67d71960402ef8
2025-08-29 13:36:17,2025-08-29 13:36:23,0,94.174.192.83,100,5,1,2025-08-29 13:36:23,R_2LpXSUUk7qE4Z5p,,,,,51.4638,0.1434,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66a356f556472a46c90f7f44
2025-08-29 13:33:48,2025-08-29 13:36:34,0,78.151.29.80,100,165,1,2025-08-29 13:36:34,R_20ZjWSugYptLeVv,,,,,53.5029,-2.6455,anonymous,EN,2,24,2,2,672946ef8187e4253c5ff800,5,4,4,4,5,5,5,5,5,4,4,4,5,5,5,1,4,4,5,5,5,5,4,4,5,5,5,5,5,4,5,5,5,5,4,2,672946ef8187e4253c5ff800
2025-08-29 13:32:53,2025-08-29 13:36:45,0,81.96.11.103,100,231,1,2025-08-29 13:36:45,R_2f9XALPdtBUvjO2,,,,,55.0345,-1.4285,anonymous,EN,2,64,2,2,5d2f85f28e588a0019164d77,5,5,5,4,5,5,4,5,5,4,5,4,5,3,3,1,2,3,1,1,3,4,1,1,5,1,1,3,5,3,3,5,5,5,2,2,5d2f85f28e588a0019164d77
2025-08-29 13:32:48,2025-08-29 13:36:53,0,46.233.91.99,100,244,1,2025-08-29 13:36:53,R_8W4hUGRjLkQZG3n,,,,,51.4743,-0.0928,anonymous,EN,2,64,2,2,5b9e4dc6e671c60001228654,4,4,4,4,4,4,4,4,4,4,3,4,3,4,4,1,2,3,2,2,2,3,2,4,4,2,2,3,5,2,5,4,4,4,2,2,5b9e4dc6e671c60001228654
2025-08-29 13:33:14,2025-08-29 13:37:47,0,89.243.150.120,100,272,1,2025-08-29 13:37:48,R_2lsCjYotERhgAY9,,,,,52.8996,-1.2714,anonymous,EN,2,72,2,2,5f1b05a8703c380d1393bb27,5,5,4,5,5,5,5,5,5,5,5,5,5,4,4,1,4,3,5,5,3,4,5,5,5,5,4,4,5,5,5,4,5,5,2,2,5f1b05a8703c380d1393bb27
2025-08-29 13:31:44,2025-08-29 13:37:52,0,81.187.237.189,100,368,1,2025-08-29 13:37:52,R_8IY7r3wyJbbbQup,,,,,51.6,-0.2167,anonymous,EN,2,75,2,2,5c5cad3e4ee81200018eafe2,4,5,4,4,4,4,4,5,4,4,4,4,4,3,3,1,2,3,2,2,2,5,2,4,5,2,2,4,5,3,5,3,3,5,4,2,5c5cad3e4ee81200018eafe2
2025-08-29 13:33:41,2025-08-29 13:37:58,0,86.12.176.180,100,257,1,2025-08-29 13:37:58,R_2t6kzJVTQLzspxb,,,,,53.5866,-2.4354,anonymous,EN,2,56,2,2,669abbd715fcf110f94bba86,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,3,3,2,3,2,3,2,3,4,2,1,4,4,3,4,5,5,5,3,2,669abbd715fcf110f94bba86
2025-08-29 13:33:17,2025-08-29 13:38:12,0,95.214.228.233,100,294,1,2025-08-29 13:38:13,R_2ffBlKlWJuACSo4,,,,,51.4626,-0.2059,anonymous,EN,2,41,2,2,5ab87be55cd105000161a5a8,3,4,2,2,4,2,3,3,3,2,3,2,4,2,2,1,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,5,4,2,5ab87be55cd105000161a5a8
2025-08-29 13:34:27,2025-08-29 13:38:48,0,78.144.158.137,100,261,1,2025-08-29 13:38:49,R_8qlmgWTwXXcCehe,,,,,53.3488,-1.4091,anonymous,EN,2,56,1,1,6672d8e448c47131ea7bae78,4,4,5,5,4,4,4,4,4,4,5,3,3,4,5,1,4,3,3,4,2,3,2,4,3,2,3,3,3,3,3,3,4,4,1,2,6672d8e448c47131ea7bae78
2025-08-29 13:34:20,2025-08-29 13:38:57,0,92.236.78.240,100,276,1,2025-08-29 13:38:57,R_8kKPqHkMsPnsRLM,,,,,56.4806,-2.9358,anonymous,EN,2,40,1,2,610678bb1bfc5138d4957250,4,3,5,5,4,4,3,5,2,4,4,3,4,4,4,1,4,3,3,2,2,2,3,4,4,2,3,2,5,3,4,5,5,5,2,2,610678bb1bfc5138d4957250
2025-08-29 13:36:29,2025-08-29 13:39:07,0,86.29.234.182,100,158,1,2025-08-29 13:39:08,R_2VCG5dHjfr6SeUV,,,,,52.6726,-2.4488,anonymous,EN,2,38,1,2,5ec1a76a903b335cae864ca8,3,4,4,3,4,3,4,5,3,4,4,4,4,4,4,1,2,2,2,1,2,3,2,4,3,2,1,4,4,3,4,4,4,4,1,2,5ec1a76a903b335cae864ca8
2025-08-29 13:36:26,2025-08-29 13:39:09,0,94.174.192.83,100,162,1,2025-08-29 13:39:09,R_2GqYFigEH2k6Tt3,,,,,51.4638,0.1434,anonymous,EN,2,57,1,2,66a356f556472a46c90f7f44,4,4,4,4,4,4,5,5,5,5,5,4,4,5,5,1,5,4,3,3,4,3,3,3,5,5,3,4,5,5,4,5,5,4,3,2,66a356f556472a46c90f7f44
2025-08-29 13:37:55,2025-08-29 13:40:51,0,31.49.76.89,100,175,1,2025-08-29 13:40:51,R_8dYEHs3cOkWUUIF,,,,,52.6513,-1.0876,anonymous,EN,2,34,2,3,665cee5fd03ef20ed8cff4df,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,3,3,3,4,3,2,2,2,2,2,3,5,4,5,4,4,5,3,2,665cee5fd03ef20ed8cff4df
2025-08-29 13:33:11,2025-08-29 13:41:38,0,81.102.160.224,100,507,1,2025-08-29 13:41:39,R_2411NaTtvqzxk6L,,,,,50.368,-4.1329,anonymous,EN,2,43,2,2,5b97f2375612b30001acc4c9,4,4,5,4,4,4,4,5,4,4,4,4,4,2,3,1,3,3,4,4,4,4,4,4,3,4,4,4,5,4,4,4,3,3,3,2,5b97f2375612b30001acc4c9
2025-08-29 13:41:52,2025-08-29 13:44:00,0,82.132.245.13,100,127,1,2025-08-29 13:44:00,R_8LSIoI2lnx3nUWd,,,,,52.4867,-1.8989,anonymous,EN,2,30,1,2,6346883183e9dda2b38f6c40,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,1,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,2,6346883183e9dda2b38f6c40
2025-08-29 13:41:52,2025-08-29 13:44:06,0,143.159.50.159,100,133,1,2025-08-29 13:44:06,R_25SE4UJYFaencqZ,,,,,51.1003,-1.8785,anonymous,EN,2,36,2,1,5d31dc6e42678e001a0bdedd,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,2,5d31dc6e42678e001a0bdedd
2025-08-29 13:44:00,2025-08-29 13:52:23,0,94.3.233.200,100,503,1,2025-08-29 13:52:24,R_8EQ8zWC3UHycSsh,,,,,52.0618,1.156,anonymous,EN,2,41,1,1,58bef6fd31de840001e84ba0,3,5,5,3,5,3,5,5,3,5,5,3,4,5,5,1,1,3,3,3,4,5,1,5,4,2,1,5,5,3,3,5,5,5,1,2,58bef6fd31de840001e84ba0
2025-08-29 13:55:19,2025-08-29 13:57:02,0,109.152.44.220,100,103,1,2025-08-29 13:57:03,R_2rUmqSHffC95BuF,,,,,51.1492,-0.9687,anonymous,EN,2,32,2,1,5efde724d80f81077c0800b9,4,3,4,3,4,4,3,4,2,3,4,3,3,4,4,1,4,2,1,4,4,4,3,3,5,4,4,4,4,4,4,2,3,4,2,2,5efde724d80f81077c0800b9
2025-08-29 13:55:26,2025-08-29 13:58:18,0,146.90.104.172,100,171,1,2025-08-29 13:58:18,R_2ANEmYEcXzX0kRm,,,,,52.1894,-2.2451,anonymous,EN,2,33,2,2,59e7302d0fb3a90001bd981b,5,5,5,5,4,5,4,5,5,5,5,5,4,5,3,1,3,3,5,5,5,3,5,5,5,5,5,5,5,5,5,5,4,5,4,2,59e7302d0fb3a90001bd981b
2025-08-30 06:07:34,2025-08-30 06:08:05,0,90.214.97.50,100,30,1,2025-08-30 06:08:05,R_8mRvMP9y5vu7Bcd,,,,,52.6562,1.3277,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5a53991eac56240001537454
2025-08-30 06:06:42,2025-08-30 06:08:50,0,84.67.235.107,100,127,1,2025-08-30 06:08:50,R_2oFp3lzg2GDdXCF,,,,,52.6152,-1.6655,anonymous,EN,2,38,2,2,5b600b56ec2af5000128417c,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2,5b600b56ec2af5000128417c
2025-08-30 06:06:47,2025-08-30 06:09:47,0,86.162.241.221,100,179,1,2025-08-30 06:09:47,R_8mwiDl3wRpyggeJ,,,,,53.4344,-2.2664,anonymous,EN,2,40,1,1,5d5a75c570a7c1000152623e,5,5,4,5,4,3,4,3,4,4,4,3,4,1,1,1,2,4,1,4,3,4,4,3,4,3,1,4,5,3,4,4,4,4,1,2,5d5a75c570a7c1000152623e
2025-08-30 06:07:28,2025-08-30 06:10:05,0,82.19.160.230,100,156,1,2025-08-30 06:10:05,R_8r2hE8FOmZ2jEB4,,,,,51.4743,-0.0928,anonymous,EN,2,29,2,6,5ea6f14cf0ff0709b0331957,5,5,5,5,5,5,5,4,5,5,5,5,5,4,4,1,4,2,3,4,3,4,4,5,4,3,3,4,5,3,4,4,4,4,2,2,5ea6f14cf0ff0709b0331957
2025-08-30 06:07:35,2025-08-30 06:10:40,0,86.31.109.193,100,185,1,2025-08-30 06:10:40,R_8KZ3FsxqfWT0G7r,,,,,53.1369,-1.1995,anonymous,EN,2,64,1,2,645e967fad9bc8bdc1a16ac0,4,4,4,4,5,4,4,4,4,4,4,5,4,5,5,1,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,645e967fad9bc8bdc1a16ac0
2025-08-30 06:06:47,2025-08-30 06:10:46,0,51.191.14.235,100,239,1,2025-08-30 06:10:46,R_2m8kjfyXOnTrZEh,,,,,51.7783,0.1061,anonymous,EN,2,20,2,2,666772aa76fa501e81011461,3,4,4,4,4,4,4,4,4,4,3,2,2,3,3,1,2,2,2,1,2,2,1,2,3,1,3,3,4,4,4,4,4,5,3,2,666772aa76fa501e81011461
2025-08-30 06:08:22,2025-08-30 06:10:56,0,86.133.58.243,100,153,1,2025-08-30 06:10:56,R_8gLuHu3P1zuUZ1u,,,,,53.5464,-1.4307,anonymous,EN,2,33,1,1,64136457f1327294ffb3fef9,4,4,5,5,5,5,4,5,5,4,4,4,5,5,3,1,2,3,4,4,4,5,3,4,4,4,4,4,4,3,4,2,2,3,3,2,64136457f1327294ffb3fef9
2025-08-30 06:08:15,2025-08-30 06:11:07,0,31.126.75.67,100,172,1,2025-08-30 06:11:07,R_8FV8HCiLmExKVGN,,,,,51.3904,-0.0992,anonymous,EN,2,38,2,2,6060b2cead1daacd69adb31f,4,5,4,5,5,5,4,5,5,5,4,5,5,5,4,1,4,4,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,4,2,6060b2cead1daacd69adb31f
2025-08-30 06:06:56,2025-08-30 06:11:08,0,92.40.219.51,100,252,1,2025-08-30 06:11:08,R_8DzOI4VDxWwfnZy,,,,,53.5197,-2.2109,anonymous,EN,2,56,2,2,5ef20e5fa9ac1301228a263a,4,3,4,4,4,3,3,4,4,4,4,5,4,5,4,1,4,3,5,4,4,5,3,4,5,5,4,4,4,5,3,5,5,5,4,2,5ef20e5fa9ac1301228a263a
2025-08-30 06:08:47,2025-08-30 06:11:19,0,146.90.169.140,100,152,1,2025-08-30 06:11:20,R_2m9GHPhSaVOb5Xb,,,,,53.5651,-0.6375,anonymous,EN,2,54,1,2,544e94c4fdf99b50bd30726c,3,4,4,4,3,4,1,4,3,2,4,3,3,4,4,1,4,2,2,2,2,2,2,3,2,4,3,2,2,2,3,4,4,2,3,2,544e94c4fdf99b50bd30726c
2025-08-30 06:07:21,2025-08-30 06:11:27,0,109.155.73.246,100,246,1,2025-08-30 06:11:27,R_8omPALTXyWwkufH,,,,,53.6512,-2.6125,anonymous,EN,2,59,2,2,56855625333cbd000c4e4a9f,5,5,5,5,5,5,4,5,5,5,5,5,5,4,3,1,4,3,5,5,4,5,5,4,5,5,4,4,5,5,5,5,5,5,3,2,56855625333cbd000c4e4a9f
2025-08-30 06:08:38,2025-08-30 06:11:28,0,81.146.56.162,100,170,1,2025-08-30 06:11:28,R_2OiWVLu3YHj4JTu,,,,,53.5878,-1.0319,anonymous,EN,2,53,2,3,58d7ab1b31506e0001447859,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,1,2,4,3,1,1,3,1,5,5,1,3,4,5,5,4,5,5,5,4,2,58d7ab1b31506e0001447859
2025-08-30 06:06:55,2025-08-30 06:11:28,0,109.150.241.212,100,272,1,2025-08-30 06:11:28,R_200luHNUl80acE9,,,,,55.9409,-3.2939,anonymous,EN,2,20,2,2,66b7b52a9798fd79dd189339,4,5,5,4,5,4,5,5,5,4,5,4,5,3,3,1,3,4,4,4,3,4,4,5,4,3,4,3,4,4,4,4,5,5,3,2,66b7b52a9798fd79dd189339
2025-08-30 06:07:10,2025-08-30 06:11:47,0,92.25.58.38,100,276,1,2025-08-30 06:11:47,R_8gMih9LWJWpJ2KZ,,,,,50.4313,-3.5784,anonymous,EN,2,46,2,2,5accf2c4fa3b4e000173d11e,1,3,1,1,3,1,1,3,3,1,1,1,3,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,5accf2c4fa3b4e000173d11e
2025-08-30 06:08:31,2025-08-30 06:11:52,0,90.214.97.50,100,201,1,2025-08-30 06:11:52,R_8Xbac6ogMl4TUrQ,,,,,52.6562,1.3277,anonymous,EN,2,36,2,2,5a53991eac56240001537454,4,4,4,5,4,4,5,5,5,5,4,4,4,4,4,1,4,3,5,5,4,3,5,5,5,5,4,5,5,5,5,3,5,4,4,2,5a53991eac56240001537454
2025-08-30 06:06:57,2025-08-30 06:12:06,0,5.67.39.246,100,308,1,2025-08-30 06:12:06,R_86mv5DZw3xiMJ3P,,,,,53.9573,-1.0837,anonymous,EN,2,43,1,2,566feba6b937e400052d33b2,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,1,5,3,5,5,5,5,5,4,5,5,4,5,5,5,5,5,5,5,3,2,566feba6b937e400052d33b2
2025-08-30 06:08:51,2025-08-30 06:12:08,0,80.44.215.195,100,197,1,2025-08-30 06:12:08,R_207zp6R12VCV32Y,,,,,54.9536,-1.5743,anonymous,EN,2,29,2,2,65c900c7a7dc9db70e311289,4,4,5,5,5,4,4,4,4,4,5,4,4,3,3,1,1,3,2,3,1,5,4,5,5,4,3,5,5,4,5,5,5,5,2,2,65c900c7a7dc9db70e311289
2025-08-30 06:07:11,2025-08-30 06:12:21,0,81.159.160.135,100,310,1,2025-08-30 06:12:22,R_2q4nXOrQaSObeV3,,,,,51.9142,-0.3716,anonymous,EN,2,51,1,1,5eeddefa177a7322144cbc5e,3,3,3,3,4,3,2,3,3,3,3,3,3,1,1,1,1,3,4,4,4,4,4,4,2,5,2,5,4,5,5,4,2,5,3,2,5eeddefa177a7322144cbc5e
2025-08-30 06:07:13,2025-08-30 06:12:36,0,86.25.206.251,100,322,1,2025-08-30 06:12:36,R_8jHyQlFoZBTZ8Zt,,,,,54.9313,-1.5855,anonymous,EN,2,35,2,1,65b7b0e4e6fa7d632205b4b6,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,2,2,3,1,2,65b7b0e4e6fa7d632205b4b6
2025-08-30 06:07:58,2025-08-30 06:12:51,0,82.16.148.17,100,292,1,2025-08-30 06:12:52,R_8v5HQgS4Rrm32y9,,,,,53.4994,-2.2433,anonymous,EN,2,35,1,2,602c0fc2eff74b4748e9b41e,3,4,4,4,4,4,5,4,4,4,5,3,4,3,3,1,4,3,4,3,4,5,5,4,5,5,4,5,5,3,5,3,3,5,4,2,602c0fc2eff74b4748e9b41e
2025-08-30 06:06:46,2025-08-30 06:12:54,0,78.148.100.245,100,368,1,2025-08-30 06:12:54,R_8Le5B1DQhgSIl0A,,,,,53.278,-2.9349,anonymous,EN,2,30,1,2,59ccd702faf42e00012b68f5,5,4,4,4,4,4,4,4,4,4,4,3,3,3,3,1,3,1,2,3,3,2,4,3,2,2,2,3,4,3,4,3,3,3,1,2,59ccd702faf42e00012b68f5
2025-08-30 06:11:14,2025-08-30 06:13:17,0,80.5.105.56,100,123,1,2025-08-30 06:13:17,R_8zqDz4THqzclnEc,,,,,50.8039,-1.1326,anonymous,EN,2,41,1,3,62d66e80de9b1625d31f93c4,4,4,4,2,4,3,3,4,4,3,4,2,4,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,62d66e80de9b1625d31f93c4
2025-08-30 06:10:28,2025-08-30 06:13:17,0,151.230.47.141,100,168,1,2025-08-30 06:13:17,R_8SmXRdky4cYXWGl,,,,,51.5758,-0.4248,anonymous,EN,2,33,1,6,5ede0bf3c7fdb30182167e7b,4,4,4,4,5,4,4,5,4,4,5,4,5,4,4,1,5,4,4,4,5,4,5,4,4,4,4,4,5,4,4,5,4,5,4,2,5ede0bf3c7fdb30182167e7b
2025-08-30 06:11:20,2025-08-30 06:13:56,0,92.40.171.8,100,156,1,2025-08-30 06:13:56,R_8cYXHLIqKUxQq0K,,,,,51.4854,-0.3051,anonymous,EN,2,36,1,3,60643e9b1b2e851ff9238862,4,3,3,4,4,4,3,4,4,3,4,4,4,3,3,1,4,3,3,4,3,2,3,2,4,2,3,3,2,3,5,2,2,3,2,2,60643e9b1b2e851ff9238862
2025-08-30 06:09:11,2025-08-30 06:14:08,0,148.252.144.247,100,297,1,2025-08-30 06:14:08,R_2mkpBSqBb5jqJZs,,,,,51.4964,-0.1224,anonymous,EN,2,21,1,2,672541915a9a5ac8b878a28e,3,4,3,4,4,4,3,3,3,4,4,3,4,4,5,1,4,3,3,4,4,3,4,4,3,5,3,4,5,3,5,5,5,4,3,2,672541915a9a5ac8b878a28e
2025-08-30 06:08:49,2025-08-30 06:14:41,0,92.25.6.31,100,351,1,2025-08-30 06:14:41,R_8crqqMq6yZuKQTv,,,,,50.7143,-1.8816,anonymous,EN,2,34,1,3,5d68c8aa40524c00189e8ac2,4,4,4,4,4,4,4,1,4,4,3,4,2,1,3,1,4,1,1,1,1,1,1,5,5,1,1,4,5,1,1,5,5,5,2,2,5d68c8aa40524c00189e8ac2
2025-08-30 06:07:10,2025-08-30 06:15:27,0,81.110.105.174,100,497,1,2025-08-30 06:15:28,R_8FLu6XtUnS8RoYp,,,,,53.4003,-2.2154,anonymous,EN,2,34,1,1,611943dcb8b11a7b6cf6b596,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,1,2,1,1,4,4,4,4,4,4,2,4,4,4,4,4,4,3,2,1,2,611943dcb8b11a7b6cf6b596
2025-08-30 06:09:12,2025-08-30 06:15:35,0,88.97.197.117,100,383,1,2025-08-30 06:15:36,R_8r0MmsJxk8mQ69b,,,,,54.571,-1.316,anonymous,EN,2,48,1,2,597c4133cae3340001135a72,4,5,4,4,4,4,5,4,5,5,5,5,5,5,5,1,5,4,2,5,4,4,5,5,5,5,4,5,5,5,5,5,5,5,4,2,597c4133cae3340001135a72
2025-08-30 06:13:02,2025-08-30 06:15:44,0,86.129.218.157,100,162,1,2025-08-30 06:15:44,R_2sncmnfnfAfCcL0,,,,,51.4317,-0.4576,anonymous,EN,2,33,1,1,66081c6437c0ec1d3ddf6be9,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,2,66081c6437c0ec1d3ddf6be9
2025-08-30 06:08:50,2025-08-30 06:16:11,0,86.149.95.196,100,440,1,2025-08-30 06:16:11,R_882SEIr15be3LYB,,,,,53.4916,-2.3009,anonymous,EN,2,29,2,2,6765fa2e271d03199d7035c2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,2,6765fa2e271d03199d7035c2
2025-08-30 06:17:11,2025-08-30 06:19:39,0,86.135.232.133,100,148,1,2025-08-30 06:19:40,R_8ePQ1Xp2p2y9uS1,,,,,53.5495,-2.7659,anonymous,EN,2,54,2,5,63ff73ed36feccbe522ca754,5,5,5,5,5,4,5,5,5,4,4,5,5,4,5,1,3,4,5,5,5,5,5,5,5,5,5,5,5,4,5,4,5,5,4,2,63ff73ed36feccbe522ca754
